dataset,start_index,color_t,z_pretrained_dim1,z_pretrained_dim2,z_random_dim1,z_random_dim2
csi800,1596,0.451505016722408,6.7034454,5.736301,9.116256,4.150698
csi800,1608,0.45484949832775917,6.541139,6.0306706,9.102949,4.085527
csi800,1620,0.45819397993311034,6.5335712,5.8649535,8.958195,3.9684057
csi800,1632,0.4615384615384615,7.9537234,4.27201,8.869444,3.9285257
csi800,1644,0.4648829431438127,8.248072,5.1281705,8.116525,3.679812
csi800,1656,0.46822742474916385,9.147192,7.5785522,8.952316,4.041575
csi800,1667,0.47157190635451507,9.809262,6.557056,9.049153,4.1916866
csi800,1679,0.47491638795986624,8.399693,8.044133,9.046581,4.005201
csi800,1691,0.4782608695652174,9.808994,5.915263,9.097469,4.190217
csi800,1703,0.4816053511705686,6.5109563,6.557706,8.983174,4.0337315
csi800,1715,0.48494983277591974,6.8387647,5.220947,8.969336,3.9510887
csi800,1727,0.4882943143812709,9.065232,4.9587913,8.880364,3.9984093
csi800,1738,0.4916387959866221,6.4877687,5.5876045,9.156873,4.1433587
csi800,1750,0.49498327759197325,8.330582,4.055065,9.097703,4.1060176
csi800,1762,0.4983277591973244,9.545206,6.5449157,8.957542,3.896089
csi800,1774,0.5016722408026756,6.871684,6.5546927,8.868576,3.7060473
csi800,1786,0.5050167224080268,7.5997095,7.1885085,8.686977,3.7662199
csi800,1798,0.5083612040133779,8.481617,9.788264,9.076237,4.116023
csi800,1809,0.5117056856187291,8.532213,9.945609,9.024316,4.1120253
csi800,1821,0.5150501672240803,7.6789284,9.321931,8.845672,3.9107585
csi800,1833,0.5183946488294314,8.7535925,9.444629,8.466975,3.5789
csi800,1845,0.5217391304347826,7.808289,10.133804,8.816968,3.6857135
csi800,1857,0.5250836120401338,7.777514,9.197201,8.969336,3.880929
csi800,1869,0.5284280936454849,9.493418,7.6855154,8.660543,3.6949582
csi800,1880,0.5317725752508361,9.264866,7.564162,8.906488,3.9517686
csi800,1892,0.5351170568561873,8.628307,4.5974045,9.109067,3.939973
csi800,1904,0.5384615384615384,9.569309,6.540485,8.927395,4.036257
csi800,1916,0.5418060200668896,9.86643,6.8480787,9.109979,4.227693
csi800,1928,0.5451505016722408,10.071059,6.618872,8.520475,3.7048287
csi800,1940,0.5484949832775919,7.9715447,9.412634,8.489149,3.6315475
csi800,1951,0.5518394648829431,8.048258,9.4688015,9.106917,4.1157346
csi800,1963,0.5551839464882943,7.4569235,9.682706,9.018314,4.1647367
csi800,1975,0.5585284280936454,7.712428,10.098373,9.04638,4.156593
csi800,1987,0.5618729096989966,7.659491,10.04731,9.054256,4.194866
csi800,1999,0.5652173913043478,6.700605,8.568972,8.488374,3.6305382
csi800,2011,0.568561872909699,6.7550583,8.654633,9.046387,4.0945964
csi800,2022,0.5719063545150501,6.656094,8.668883,9.095866,4.1977606
csi800,2034,0.5752508361204013,6.7990375,9.058483,9.115924,4.034819
csi800,2046,0.5785953177257525,6.506938,8.720397,8.610103,3.7382524
csi800,2058,0.5819397993311036,8.176877,5.682992,9.121546,4.0168386
csi800,2070,0.5852842809364548,7.400642,10.158366,9.006844,3.8909793
csi800,2081,0.588628762541806,9.496472,6.499282,8.964142,3.912161
csi800,2093,0.5919732441471571,8.224563,8.556849,9.086959,4.0370784
csi800,2105,0.5953177257525083,7.7072906,8.148261,8.952435,3.8426976
csi800,2117,0.5986622073578595,10.045137,5.9439464,9.099049,4.121384
csi800,2129,0.6020066889632107,9.171079,6.7247834,8.71315,3.575445
csi800,2141,0.6053511705685619,9.807261,6.1940417,9.123927,4.2371473
csi800,2152,0.6086956521739131,8.653712,8.830977,8.998355,4.019735
csi800,2164,0.6120401337792643,8.283324,8.798172,9.120096,4.144497
csi800,2176,0.6153846153846154,7.7767706,7.0215597,8.7837925,3.886618
csi800,2188,0.6187290969899666,7.5280104,6.5599465,8.893849,3.887372
csi800,2200,0.6220735785953178,7.6244354,5.6553006,8.7909,3.7025707
csi800,2212,0.6254180602006689,7.8078456,5.774433,8.836046,3.6943707
csi800,2223,0.6287625418060201,6.869038,7.2570534,8.96637,3.9973834
csi800,2235,0.6321070234113713,7.9732146,5.2652726,9.013594,4.0774374
csi800,2247,0.6354515050167224,7.8983617,7.514467,8.881721,4.039391
csi800,2259,0.6387959866220736,7.752866,8.700874,9.080908,4.024761
csi800,2271,0.6421404682274248,9.023362,6.8079987,8.867132,3.808441
csi800,2283,0.6454849498327759,8.669219,8.348747,8.446003,3.6812854
csi800,2294,0.6488294314381271,7.740765,8.509805,8.617064,3.633832
csi800,2306,0.6521739130434783,9.360811,5.6786427,8.839418,3.7541506
csi800,2318,0.6555183946488294,7.609353,8.072099,8.280793,3.6672597
csi800,2330,0.6588628762541806,8.035278,4.850111,8.638585,3.721102
csi800,2342,0.6622073578595318,7.1335692,4.8175607,8.948324,3.9101658
csi800,2354,0.6655518394648829,7.5820236,4.241249,8.826222,3.6917076
csi800,2365,0.6688963210702341,7.974134,4.032007,8.999356,3.950619
csi800,2377,0.6722408026755853,6.700618,5.701184,9.002395,3.8884346
csi800,2389,0.6755852842809364,7.4885616,7.181528,9.117128,4.234616
csi800,2401,0.6789297658862876,8.396309,4.2565403,9.048352,3.946237
csi800,2413,0.6822742474916388,7.039111,4.68813,8.496818,3.6862528
csi800,2425,0.68561872909699,8.251954,4.2123876,9.082676,4.03044
csi800,2436,0.6889632107023411,8.823896,6.4438076,8.655348,3.76149
csi800,2448,0.6923076923076923,8.927784,7.225258,9.083311,4.051207
csi800,2460,0.6956521739130435,9.809694,5.719173,9.07004,3.9565382
csi800,2472,0.6989966555183946,7.954593,5.6719146,8.415999,3.6605673
csi800,2484,0.7023411371237458,8.327513,5.311324,9.156929,4.0861273
csi800,2496,0.705685618729097,7.867451,5.273126,8.432726,3.763196
csi800,2507,0.7090301003344481,7.814561,4.991556,8.863068,3.912171
csi800,2519,0.7123745819397993,7.3290877,5.4891243,9.08564,4.107838
csi800,2531,0.7157190635451505,6.990222,6.3413253,8.908125,3.8655245
csi800,2543,0.7190635451505016,7.148844,8.355505,8.372441,3.6211169
csi800,2555,0.7224080267558528,7.349547,8.294565,9.022813,3.8990726
csi800,2566,0.725752508361204,7.395748,8.39495,9.06976,4.105752
csi800,2578,0.7290969899665551,7.3207035,8.498637,8.531119,3.6395726
csi800,2590,0.7324414715719063,7.2240825,9.431101,8.88452,3.781971
csi800,2602,0.7357859531772575,6.799453,9.223974,8.782608,3.8029127
csi800,2614,0.7391304347826086,7.1205335,9.498811,9.060387,3.9355328
csi800,2626,0.7424749163879598,7.549856,5.9855127,8.605552,3.7415044
csi800,2637,0.745819397993311,7.726434,5.4370975,9.054154,4.0436144
csi800,2649,0.7491638795986622,7.805633,5.9082084,8.773607,3.7589095
csi800,2661,0.7525083612040133,8.219984,4.2465086,8.343821,3.5670254
csi800,2673,0.7558528428093645,8.28244,5.0798216,9.1086445,3.9560175
csi800,2685,0.7591973244147157,9.013626,6.5815015,8.959027,3.9797738
csi800,2697,0.7625418060200668,9.660271,7.0484667,8.997874,4.140474
csi800,2708,0.765886287625418,8.828851,9.124341,7.8957987,3.6483657
csi800,2720,0.7692307692307692,7.4071083,9.670874,8.768438,3.7320898
csi800,2732,0.7725752508361204,7.1427655,9.788764,9.155618,4.08834
csi800,2744,0.7759197324414716,7.2034316,9.873672,8.886845,3.8970926
csi800,2756,0.7792642140468228,7.5783286,10.191234,9.089776,4.0813146
csi800,2768,0.782608695652174,6.9913254,9.863107,8.500172,3.6411502
csi800,2779,0.7859531772575251,7.0850043,9.804179,8.976416,3.9895446
csi800,2791,0.7892976588628763,9.545528,8.600849,8.986377,4.0854897
csi800,2803,0.7926421404682275,8.306188,7.620592,9.118129,4.1163
csi800,2815,0.7959866220735786,6.8961306,7.3560343,9.104233,4.1099935
csi800,2827,0.7993311036789298,7.2387204,7.778891,8.956141,3.9745064
csi800,2839,0.802675585284281,8.650776,4.273429,8.818727,3.793329
csi800,2850,0.8060200668896321,6.3922954,6.3664064,9.158457,4.024526
csi800,2862,0.8093645484949833,7.4227347,4.4364443,8.995865,4.0555
csi800,2874,0.8127090301003345,8.177441,4.046052,9.022989,3.907742
csi800,2886,0.8160535117056856,7.4651756,4.511153,9.156449,4.0096946
csi800,2898,0.8193979933110368,8.116141,3.9354308,8.9565735,3.8517551
csi800,2910,0.822742474916388,8.449097,4.459401,9.000953,3.951761
csi800,2921,0.8260869565217391,8.559498,8.465383,9.1131525,4.2339306
csi800,2933,0.8294314381270903,8.314058,8.947559,8.919277,3.9035628
csi800,2945,0.8327759197324415,8.342289,8.791315,9.051009,4.017425
csi800,2957,0.8361204013377926,8.188241,8.715947,8.417383,3.6472914
csi800,2969,0.8394648829431438,8.121732,8.480891,8.769801,3.7308707
csi800,2981,0.842809364548495,7.6691904,4.796708,8.84269,3.7676651
csi800,2992,0.8461538461538461,7.584373,4.684229,9.064703,3.972823
csi800,3004,0.8494983277591973,7.690923,4.60396,8.9581585,3.9735837
csi800,3016,0.8528428093645485,7.496315,5.2876496,8.8058,3.7481945
csi800,3028,0.8561872909698997,8.581596,5.829656,9.024801,4.0053043
csi800,3040,0.8595317725752508,9.588527,8.421717,8.582407,3.681188
csi800,3051,0.862876254180602,8.37177,9.667021,8.565531,3.6324658
csi800,3063,0.8662207357859532,8.048983,9.955014,8.829882,3.8202593
csi800,3075,0.8695652173913043,7.93219,5.109731,9.117298,4.027437
csi800,3087,0.8729096989966555,8.112503,6.3640666,8.877777,3.8074024
csi800,3099,0.8762541806020067,7.114125,5.9344006,8.996952,4.1889052
csi800,3111,0.8795986622073578,7.2296424,5.6518326,8.882316,3.9325905
csi800,3122,0.882943143812709,7.0601573,5.3633018,8.529438,3.72028
csi800,3134,0.8862876254180602,9.4520235,5.130863,9.125558,4.0297823
csi800,3146,0.8896321070234113,6.657335,5.120831,9.088605,4.104135
csi800,3158,0.8929765886287625,8.7001295,4.2321763,8.797058,3.7060134
csi800,3170,0.8963210702341137,10.253652,6.010789,8.989765,3.9390914
csi800,3182,0.8996655518394648,8.973181,8.29351,8.9844,3.9821837
csi800,3193,0.903010033444816,10.217924,6.2859945,9.02176,3.8372638
csi800,3205,0.9063545150501672,8.248135,9.041446,9.05492,3.925547
csi800,3217,0.9096989966555183,6.9973865,9.338993,9.086298,4.086352
csi800,3229,0.9130434782608695,7.3806515,6.4921503,8.982447,3.947751
csi800,3241,0.9163879598662207,9.487108,7.897067,8.995348,4.035784
csi800,3253,0.9197324414715718,9.325122,6.7155504,8.767627,3.920791
csi800,3264,0.923076923076923,8.18652,7.83555,9.014429,3.9883401
csi800,3276,0.9264214046822742,8.356387,6.6276665,8.635508,3.6179435
csi800,3288,0.9297658862876254,9.955174,7.6748285,8.802356,3.7671652
csi800,3300,0.9331103678929765,8.421909,9.504919,9.016565,4.033067
csi800,3312,0.9364548494983277,8.201513,9.210969,9.010093,4.057008
csi800,3324,0.9397993311036789,8.056094,8.072816,8.987403,3.9705276
csi800,3335,0.9431438127090301,9.810797,6.9300423,8.857906,3.9143543
csi800,3347,0.9464882943143813,6.7415957,6.1962485,9.005075,4.1065345
csi800,3359,0.9498327759197325,6.504467,5.6487737,8.953517,3.8665233
csi800,3371,0.9531772575250836,8.225012,4.0081744,8.950631,3.9620554
csi800,3383,0.9565217391304348,7.874312,4.7678366,8.731317,3.7208114
csi800,3395,0.959866220735786,7.015549,5.4905543,8.870673,3.8325286
csi800,3406,0.9632107023411371,7.371814,5.3318105,9.0095625,3.886747
csi800,3418,0.9665551839464883,7.491026,8.201986,8.478158,3.7636185
csi800,3430,0.9698996655518395,7.3160014,7.88547,9.078633,4.158855
csi800,3442,0.9732441471571907,8.002988,9.665601,9.086305,4.0986767
csi800,3454,0.9765886287625418,8.456883,9.09145,8.837374,3.777829
csi800,3466,0.979933110367893,8.570515,8.869417,8.900636,4.054662
csi800,3477,0.9832775919732442,8.723731,8.726056,9.108447,4.0250783
csi800,3489,0.9866220735785953,9.820529,6.318187,8.509818,3.5955908
csi800,3501,0.9899665551839465,9.802461,7.0820413,8.342267,3.6600716
csi800,3513,0.9933110367892977,9.40966,7.460387,9.042236,4.101891
csi800,3525,0.9966555183946488,8.4588785,4.7894745,8.813305,3.816443
csi800,3537,1.0,7.778162,6.0511184,9.092461,4.07402
