dataset,weight_mode,label_mode,metric,best,median,mean,worst,delta_pretrained_minus_random
ett,random-reset,na,PDS_spearman_mae_h96_score,0.0522308553919044,0.0513779096714388,0.0469695631296658,0.0372999243256543,-0.1045265310822718
ett,pretrained,na,PDS_spearman_mae_havg_score,-0.0226536661287923,-0.038705138989025,-0.0405029411428113,-0.0601500183106167,-0.3106328177750311
ett,random-reset,na,PDS_spearman_mae_havg_score,0.2731991401162724,0.2719276787860061,0.2678974059482801,0.2585653989425618,-0.3106328177750311
ett,pretrained,na,PDS_spearman_mse_h192_score,-0.0893525015449582,-0.0991213228562273,-0.097641959731902,-0.1044520547945205,-0.0943707549410055
ett,random-reset,na,PDS_spearman_mse_h192_score,0.0031026124100204,-0.0047505679152218,-0.0065662515306531,-0.0180507990867579,-0.0943707549410055
ett,pretrained,na,PDS_spearman_mse_h336_score,-0.0634145473558325,-0.0704343621611105,-0.0705981861522146,-0.0779456489397008,-0.10327491817443141
ett,random-reset,na,PDS_spearman_mse_h336_score,0.0396104773921104,0.0328405560133209,0.0332825559427488,0.027396634422815,-0.10327491817443141
ett,pretrained,na,PDS_spearman_mse_h720_score,-0.0284786416669527,-0.0412972356690813,-0.0408042437715292,-0.0526368539785536,-0.0473645050125312
ett,random-reset,na,PDS_spearman_mse_h720_score,0.0084566796557604,0.0060672693434499,0.0040680921291051,-0.002319672611895,-0.0473645050125312
ett,pretrained,na,PDS_spearman_mse_h96_score,-0.0521663927226742,-0.053148621410833,-0.0544417491121258,-0.0580102332028701,-0.1045265310822718
ett,random-reset,na,PDS_spearman_mse_h96_score,0.0522308553919044,0.0513779096714388,0.0469695631296658,0.0372999243256543,-0.1045265310822718
ett,pretrained,na,PDS_spearman_mse_havg_score,-0.0172423782057884,-0.0327889679964752,-0.0339602931415296,-0.0518495332223252,-0.3296884655989288
ett,random-reset,na,PDS_spearman_mse_havg_score,0.2989589949474142,0.2968994976024536,0.2934912016056122,0.2846151122669688,-0.3296884655989288
ett,pretrained,na,TCS_avg,0.9992815852165222,0.9992815852165222,0.9992815852165222,0.9992815852165222,-0.0006279746691385535
ett,random-reset,na,TCS_avg,0.9999095598856608,0.9999095598856608,0.9999095598856608,0.9999095598856608,-0.0006279746691385535
ett,pretrained,na,TCS_resample,0.9978447556495668,0.9978447556495668,0.9978447556495668,0.9978447556495668,-0.0018839240074156605
ett,random-reset,na,TCS_resample,0.9997286796569824,0.9997286796569824,0.9997286796569824,0.9997286796569824,-0.0018839240074156605
ett,pretrained,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
ett,random-reset,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
ett,pretrained,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
ett,random-reset,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
