dataset,weight_mode,label_mode,metric,best,median,mean,worst,delta_pretrained_minus_random
electricity,pretrained,na,FSS_pearson_h336_score,-0.0801099788863154,-0.0801099788863154,-0.0801099788863154,-0.0801099788863154,0.10875421354115171
electricity,random-reset,na,FSS_pearson_h336_score,-0.1888641924274671,-0.1888641924274671,-0.1888641924274671,-0.1888641924274671,0.10875421354115171
electricity,pretrained,na,FSS_pearson_h720_score,-0.0816469480869354,-0.0816469480869354,-0.0816469480869354,-0.0816469480869354,0.11752132572548751
electricity,random-reset,na,FSS_pearson_h720_score,-0.1991682738124229,-0.1991682738124229,-0.1991682738124229,-0.1991682738124229,0.11752132572548751
electricity,pretrained,na,FSS_pearson_h96_score,-0.0734136749807883,-0.0734136749807883,-0.0734136749807883,-0.0734136749807883,0.20368455678313532
electricity,random-reset,na,FSS_pearson_h96_score,-0.2770982317639236,-0.2770982317639236,-0.2770982317639236,-0.2770982317639236,0.20368455678313532
electricity,pretrained,na,FSS_pearson_havg_score,-0.0103401727346145,-0.0103401727346145,-0.0103401727346145,-0.0103401727346145,0.1585604947829344
electricity,random-reset,na,FSS_pearson_havg_score,-0.1689006675175489,-0.1689006675175489,-0.1689006675175489,-0.1689006675175489,0.1585604947829344
electricity,pretrained,na,FSS_spearman_h192_score,-0.0995580650631162,-0.0995580650631162,-0.0995580650631162,-0.0995580650631162,0.032145245019629495
electricity,random-reset,na,FSS_spearman_h192_score,-0.1317033100827457,-0.1317033100827457,-0.1317033100827457,-0.1317033100827457,0.032145245019629495
electricity,pretrained,na,FSS_spearman_h336_score,-0.0941199623391525,-0.0941199623391525,-0.0941199623391525,-0.0941199623391525,0.12073160240104301
electricity,random-reset,na,FSS_spearman_h336_score,-0.2148515647401955,-0.2148515647401955,-0.2148515647401955,-0.2148515647401955,0.12073160240104301
electricity,pretrained,na,FSS_spearman_h720_score,-0.0977688502214588,-0.0977688502214588,-0.0977688502214588,-0.0977688502214588,0.1157187793090017
electricity,random-reset,na,FSS_spearman_h720_score,-0.2134876295304605,-0.2134876295304605,-0.2134876295304605,-0.2134876295304605,0.1157187793090017
electricity,pretrained,na,FSS_spearman_h96_score,-0.0882151810473137,-0.0882151810473137,-0.0882151810473137,-0.0882151810473137,0.1847247773703939
electricity,random-reset,na,FSS_spearman_h96_score,-0.2729399584177076,-0.2729399584177076,-0.2729399584177076,-0.2729399584177076,0.1847247773703939
electricity,pretrained,na,FSS_spearman_havg_score,-0.0127993174934158,-0.0127993174934158,-0.0127993174934158,-0.0127993174934158,0.1143037614502858
electricity,random-reset,na,FSS_spearman_havg_score,-0.1271030789437016,-0.1271030789437016,-0.1271030789437016,-0.1271030789437016,0.1143037614502858
electricity,pretrained,na,LLS_avgk,0.2971190533292568,0.2971190533292568,0.2971190533292568,0.2971190533292568,-0.07819180903089801
electricity,random-reset,na,LLS_avgk,0.3753108623601548,0.3753108623601548,0.3753108623601548,0.3753108623601548,-0.07819180903089801
electricity,pretrained,na,LLS_k10,0.3352675158400516,0.3352675158400516,0.3352675158400516,0.3352675158400516,-0.044361813200379796
electricity,random-reset,na,LLS_k10,0.3796293290404314,0.3796293290404314,0.3796293290404314,0.3796293290404314,-0.044361813200379796
electricity,pretrained,na,LLS_k20,0.2832833025946382,0.2832833025946382,0.2832833025946382,0.2832833025946382,-0.063639965080382
electricity,random-reset,na,LLS_k20,0.3469232676750202,0.3469232676750202,0.3469232676750202,0.3469232676750202,-0.063639965080382
electricity,pretrained,na,LLS_k50,0.2728063415530807,0.2728063415530807,0.2728063415530807,0.2728063415530807,-0.12657364881193212
electricity,random-reset,na,LLS_k50,0.3993799903650128,0.3993799903650128,0.3993799903650128,0.3993799903650128,-0.12657364881193212
electricity,pretrained,na,LTC_dir,-0.623528003692627,-0.623528003692627,-0.623528003692627,-0.623528003692627,0.06929045915603638
electricity,random-reset,na,LTC_dir,-0.6928184628486633,-0.6928184628486633,-0.6928184628486633,-0.6928184628486633,0.06929045915603638
electricity,pretrained,na,LTC_step,4.640727519989014,4.640727519989014,4.640727519989014,4.640727519989014,0.7371492385864258
electricity,random-reset,na,LTC_step,3.903578281402588,3.903578281402588,3.903578281402588,3.903578281402588,0.7371492385864258
electricity,pretrained,na,MCS_k10,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,random-reset,na,MCS_k10,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,pretrained,na,MCS_k20,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,random-reset,na,MCS_k20,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,pretrained,na,MCS_k50,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,random-reset,na,MCS_k50,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.9805825242718448,0.0
electricity,pretrained,na,PDS_pearson_mae_h192_score,-0.1863594109068187,-0.2062493716565435,-0.2033521248894201,-0.2174475921048982,-0.240600092509888
electricity,random-reset,na,PDS_pearson_mae_h192_score,0.0375136981167997,0.0343507208533445,0.0349806926729242,0.0330776590486285,-0.240600092509888
electricity,pretrained,na,PDS_pearson_mae_h336_score,-0.2138035665519986,-0.226605315332853,-0.2241453972897933,-0.2320273099845284,-0.3299782211558242
electricity,random-reset,na,PDS_pearson_mae_h336_score,0.1107346489284624,0.1033729058229712,0.1021110622214686,0.0922256319129722,-0.3299782211558242
electricity,pretrained,na,PDS_pearson_mae_h720_score,-0.223960965125478,-0.2363302781924133,-0.2322870051657057,-0.2365697721792257,-0.326449778270253
electricity,random-reset,na,PDS_pearson_mae_h720_score,0.1003414737205779,0.0901195000778397,0.089481412338225,0.0779832632162574,-0.326449778270253
electricity,pretrained,na,PDS_pearson_mae_h96_score,-0.2008945690525743,-0.2110909304221619,-0.209301737790235,-0.2159197138959688,-0.3355502286872976
