dataset,model,metric,value
traffic,chronos-forecasting,LCS_clean,-0.03938446193933487
traffic,chronos-forecasting,LCS_noise,-0.03938446193933487
traffic,chronos-forecasting,LCS_mask,-0.03938446193933487
traffic,chronos-forecasting,LCS_warp,0.0
traffic,chronos-forecasting,TSI_noise,1.0
traffic,chronos-forecasting,TSI_mask,1.0
traffic,chronos-forecasting,TSI_warp,0.0
traffic,chronos-forecasting,GSP_noise,0.0
traffic,chronos-forecasting,GSP_mask,0.0
traffic,chronos-forecasting,GSP_warp,-0.03938446193933487
traffic,chronos-forecasting,FSS_spearman_h96_score,-0.11676919566599517
traffic,chronos-forecasting,PDS_spearman_mae_h96_score,-0.06916771572442204
traffic,chronos-forecasting,LTC_step,0.14717508852481842
traffic,chronos-forecasting,LTC_dir,-0.6132528781890869
csi300,LightGTS,LCS_clean,-0.051373597234487534
csi300,LightGTS,LCS_noise,-0.051373597234487534
csi300,LightGTS,LCS_mask,-0.051373597234487534
csi300,LightGTS,LCS_warp,0.0
csi300,LightGTS,TSI_noise,1.0
csi300,LightGTS,TSI_mask,1.0
csi300,LightGTS,TSI_warp,0.0
csi300,LightGTS,GSP_noise,0.0
csi300,LightGTS,GSP_mask,0.0
csi300,LightGTS,GSP_warp,-0.051373597234487534
csi300,LightGTS,FSS_spearman_h96_score,-0.3776754172115943
csi300,LightGTS,PDS_spearman_mae_h96_score,-0.23451733806363007
csi300,LightGTS,LTC_step,2.454298257827759
csi300,LightGTS,LTC_dir,-0.492994099855423
csi300,NeurIPS2023-One-Fits-All,LCS_clean,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_noise,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_mask,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_warp,0.0
csi300,NeurIPS2023-One-Fits-All,TSI_noise,1.0
csi300,NeurIPS2023-One-Fits-All,TSI_mask,1.0
csi300,NeurIPS2023-One-Fits-All,TSI_warp,0.0
csi300,NeurIPS2023-One-Fits-All,GSP_noise,0.0
csi300,NeurIPS2023-One-Fits-All,GSP_mask,0.0
csi300,NeurIPS2023-One-Fits-All,GSP_warp,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,FSS_spearman_h96_score,-0.4982121867092386
csi300,NeurIPS2023-One-Fits-All,PDS_spearman_mae_h96_score,-0.32530327306019674
csi300,NeurIPS2023-One-Fits-All,LTC_step,1.1623080968856812
csi300,NeurIPS2023-One-Fits-All,LTC_dir,-0.36324745416641235
csi300,Sundial,LCS_clean,-0.04843460023403168
csi300,Sundial,LCS_noise,-0.04843460023403168
csi300,Sundial,LCS_mask,-0.04843460023403168
csi300,Sundial,LCS_warp,0.0
csi300,Sundial,TSI_noise,1.0
csi300,Sundial,TSI_mask,1.0
csi300,Sundial,TSI_warp,0.0
csi300,Sundial,GSP_noise,0.0
csi300,Sundial,GSP_mask,0.0
csi300,Sundial,GSP_warp,-0.04843460023403168
csi300,Sundial,FSS_spearman_h96_score,-0.19857543886298554
csi300,Sundial,PDS_spearman_mae_h96_score,-0.005661335545891508
csi300,Sundial,LTC_step,3.0754497051239014
csi300,Sundial,LTC_dir,-0.33558306097984314
csi300,Time-MoE,LCS_clean,-0.056266188621520996
csi300,Time-MoE,LCS_noise,-0.056266188621520996
csi300,Time-MoE,LCS_mask,-0.056266188621520996
csi300,Time-MoE,LCS_warp,0.0
csi300,Time-MoE,TSI_noise,1.0
csi300,Time-MoE,TSI_mask,1.0
csi300,Time-MoE,TSI_warp,0.0
csi300,Time-MoE,GSP_noise,0.0
csi300,Time-MoE,GSP_mask,0.0
csi300,Time-MoE,GSP_warp,-0.056266188621520996
csi300,Time-MoE,FSS_spearman_h96_score,-0.4899928147107418
csi300,Time-MoE,PDS_spearman_mae_h96_score,-0.06598334859235522
csi300,Time-MoE,LTC_step,0.530289351940155
csi300,Time-MoE,LTC_dir,-0.22060412168502808
csi300,UniTime,LCS_clean,-0.028422672301530838
csi300,UniTime,LCS_noise,-0.028422672301530838
csi300,UniTime,LCS_mask,-0.028422672301530838
csi300,UniTime,LCS_warp,0.0
csi300,UniTime,TSI_noise,1.0
csi300,UniTime,TSI_mask,1.0
csi300,UniTime,TSI_warp,0.0
csi300,UniTime,GSP_noise,0.0
csi300,UniTime,GSP_mask,0.0
csi300,UniTime,GSP_warp,-0.028422672301530838
csi300,UniTime,FSS_spearman_h96_score,-0.29651630466777296
csi300,UniTime,PDS_spearman_mae_h96_score,-0.2074208915083543
csi300,UniTime,LTC_step,5.75131368637085
csi300,UniTime,LTC_dir,-0.4883613586425781
csi300,VisionTS,LCS_clean,-0.0628272145986557
csi300,VisionTS,LCS_noise,-0.0628272145986557
csi300,VisionTS,LCS_mask,-0.0628272145986557
csi300,VisionTS,LCS_warp,0.0
csi300,VisionTS,TSI_noise,1.0
csi300,VisionTS,TSI_mask,1.0
csi300,VisionTS,TSI_warp,0.0
csi300,VisionTS,GSP_noise,0.0
csi300,VisionTS,GSP_mask,0.0
csi300,VisionTS,GSP_warp,-0.0628272145986557
csi300,VisionTS,FSS_spearman_h96_score,-0.2808660315571656
csi300,VisionTS,PDS_spearman_mae_h96_score,-0.2764977683680476
csi300,VisionTS,LTC_step,1.6994339227676392
csi300,VisionTS,LTC_dir,-0.3465062975883484
csi300,moment,LCS_clean,-0.07482005655765533
csi300,moment,LCS_noise,-0.07482005655765533
csi300,moment,LCS_mask,-0.07482005655765533
csi300,moment,LCS_warp,0.0
csi300,moment,TSI_noise,1.0
csi300,moment,TSI_mask,1.0
csi300,moment,TSI_warp,0.0
csi300,moment,GSP_noise,0.0
csi300,moment,GSP_mask,0.0
csi300,moment,GSP_warp,-0.07482005655765533
csi300,moment,FSS_spearman_h96_score,-0.4722300365542585
csi300,moment,PDS_spearman_mae_h96_score,-0.021182621881437394
csi300,moment,LTC_step,2.772906541824341
csi300,moment,LTC_dir,-0.4492608308792114
csi300,tirex,LCS_clean,-0.1107274740934372
csi300,tirex,LCS_noise,-0.1107274740934372
csi300,tirex,LCS_mask,-0.1107274740934372
csi300,tirex,LCS_warp,0.0
csi300,tirex,TSI_noise,1.0
csi300,tirex,TSI_mask,1.0
csi300,tirex,TSI_warp,0.0
csi300,tirex,GSP_noise,0.0
csi300,tirex,GSP_mask,0.0
csi300,tirex,GSP_warp,-0.1107274740934372
csi300,tirex,FSS_spearman_h96_score,-0.3929721859114834
csi300,tirex,PDS_spearman_mae_h96_score,-0.22831096932936595
csi300,tirex,LTC_step,1.9372963905334473
csi300,tirex,LTC_dir,-0.2714747488498688
csi300,uni2ts,LCS_clean,-0.09921851754188538
csi300,uni2ts,LCS_noise,-0.09921851754188538
csi300,uni2ts,LCS_mask,-0.09921851754188538
csi300,uni2ts,LCS_warp,0.0
csi300,uni2ts,TSI_noise,1.0
csi300,uni2ts,TSI_mask,1.0
csi300,uni2ts,TSI_warp,0.0
csi300,uni2ts,GSP_noise,0.0
csi300,uni2ts,GSP_mask,0.0
csi300,uni2ts,GSP_warp,-0.09921851754188538
csi300,uni2ts,FSS_spearman_h96_score,-0.5390125466440064
csi300,uni2ts,PDS_spearman_mae_h96_score,-0.22376044289311053
csi300,uni2ts,LTC_step,0.9779783487319946
csi300,uni2ts,LTC_dir,-0.30354735255241394
csi300,chronos-forecasting,LCS_clean,-0.03727658838033676
csi300,chronos-forecasting,LCS_noise,-0.03727658838033676
csi300,chronos-forecasting,LCS_mask,-0.03727658838033676
csi300,chronos-forecasting,LCS_warp,0.0
csi300,chronos-forecasting,TSI_noise,1.0
csi300,chronos-forecasting,TSI_mask,1.0
csi300,chronos-forecasting,TSI_warp,0.0
csi300,chronos-forecasting,GSP_noise,0.0
csi300,chronos-forecasting,GSP_mask,0.0
csi300,chronos-forecasting,GSP_warp,-0.03727658838033676
csi300,chronos-forecasting,FSS_spearman_h96_score,-0.4564460179175995
csi300,chronos-forecasting,PDS_spearman_mae_h96_score,-0.14493948844129087
csi300,chronos-forecasting,LTC_step,0.1054009348154068
csi300,chronos-forecasting,LTC_dir,-0.2139410525560379
csi800,LightGTS,LCS_clean,-0.05671818554401398
csi800,LightGTS,LCS_noise,-0.05671818554401398
csi800,LightGTS,LCS_mask,-0.05671818554401398
csi800,LightGTS,LCS_warp,0.0
csi800,LightGTS,TSI_noise,1.0
csi800,LightGTS,TSI_mask,1.0
csi800,LightGTS,TSI_warp,0.0
csi800,LightGTS,GSP_noise,0.0
csi800,LightGTS,GSP_mask,0.0
csi800,LightGTS,GSP_warp,-0.05671818554401398
csi800,LightGTS,FSS_spearman_h96_score,-0.35190287523920305
csi800,LightGTS,PDS_spearman_mae_h96_score,-0.29685497253376053
csi800,LightGTS,LTC_step,2.505385398864746
csi800,LightGTS,LTC_dir,-0.4679553508758545
csi800,NeurIPS2023-One-Fits-All,LCS_clean,-0.045825958251953125
csi800,NeurIPS2023-One-Fits-All,LCS_noise,-0.045825958251953125
csi800,NeurIPS2023-One-Fits-All,LCS_mask,-0.045825958251953125
csi800,NeurIPS2023-One-Fits-All,LCS_warp,0.0
csi800,NeurIPS2023-One-Fits-All,TSI_noise,1.0
csi800,NeurIPS2023-One-Fits-All,TSI_mask,1.0
csi800,NeurIPS2023-One-Fits-All,TSI_warp,0.0
csi800,NeurIPS2023-One-Fits-All,GSP_noise,0.0
csi800,NeurIPS2023-One-Fits-All,GSP_mask,0.0
csi800,NeurIPS2023-One-Fits-All,GSP_warp,-0.045825958251953125
csi800,NeurIPS2023-One-Fits-All,FSS_spearman_h96_score,-0.6205271810701211
csi800,NeurIPS2023-One-Fits-All,PDS_spearman_mae_h96_score,-0.2454695010299839
csi800,NeurIPS2023-One-Fits-All,LTC_step,1.1871732473373413
csi800,NeurIPS2023-One-Fits-All,LTC_dir,-0.3835105895996094
csi800,Sundial,LCS_clean,-0.04843460023403168
csi800,Sundial,LCS_noise,-0.04843460023403168
csi800,Sundial,LCS_mask,-0.04843460023403168
csi800,Sundial,LCS_warp,0.0
csi800,Sundial,TSI_noise,1.0
csi800,Sundial,TSI_mask,1.0
csi800,Sundial,TSI_warp,0.0
csi800,Sundial,GSP_noise,0.0
csi800,Sundial,GSP_mask,0.0
csi800,Sundial,GSP_warp,-0.04843460023403168
csi800,Sundial,FSS_spearman_h96_score,-0.19857543886298554
csi800,Sundial,PDS_spearman_mae_h96_score,-0.005661335545891508
csi800,Sundial,LTC_step,3.0754497051239014
csi800,Sundial,LTC_dir,-0.33558306097984314
csi800,Time-MoE,LCS_clean,-0.056266188621520996
csi800,Time-MoE,LCS_noise,-0.056266188621520996
csi800,Time-MoE,LCS_mask,-0.056266188621520996
csi800,Time-MoE,LCS_warp,0.0
csi800,Time-MoE,TSI_noise,1.0
csi800,Time-MoE,TSI_mask,1.0
csi800,Time-MoE,TSI_warp,0.0
csi800,Time-MoE,GSP_noise,0.0
csi800,Time-MoE,GSP_mask,0.0
csi800,Time-MoE,GSP_warp,-0.056266188621520996
csi800,Time-MoE,FSS_spearman_h96_score,-0.4899928147107418
csi800,Time-MoE,PDS_spearman_mae_h96_score,-0.06598334859235522
csi800,Time-MoE,LTC_step,0.530289351940155
csi800,Time-MoE,LTC_dir,-0.22060412168502808
csi800,UniTime,LCS_clean,-0.026347557082772255
csi800,UniTime,LCS_noise,-0.026347557082772255
csi800,UniTime,LCS_mask,-0.026347557082772255
csi800,UniTime,LCS_warp,0.0
csi800,UniTime,TSI_noise,1.0
csi800,UniTime,TSI_mask,1.0
csi800,UniTime,TSI_warp,0.0
csi800,UniTime,GSP_noise,0.0
csi800,UniTime,GSP_mask,0.0
csi800,UniTime,GSP_warp,-0.026347557082772255
csi800,UniTime,FSS_spearman_h96_score,-0.3200918791366333
csi800,UniTime,PDS_spearman_mae_h96_score,-0.26048652437628744
csi800,UniTime,LTC_step,5.160295009613037
csi800,UniTime,LTC_dir,-0.47213152050971985
csi800,VisionTS,LCS_clean,-0.05305829271674156
csi800,VisionTS,LCS_noise,-0.05305829271674156
csi800,VisionTS,LCS_mask,-0.05305829271674156
csi800,VisionTS,LCS_warp,0.0
csi800,VisionTS,TSI_noise,1.0
csi800,VisionTS,TSI_mask,1.0
csi800,VisionTS,TSI_warp,0.0
csi800,VisionTS,GSP_noise,0.0
csi800,VisionTS,GSP_mask,0.0
csi800,VisionTS,GSP_warp,-0.05305829271674156
csi800,VisionTS,FSS_spearman_h96_score,-0.5539591814983416
csi800,VisionTS,PDS_spearman_mae_h96_score,-0.2844472419317921
csi800,VisionTS,LTC_step,1.4366010427474976
csi800,VisionTS,LTC_dir,-0.392897367477417
csi800,moment,LCS_clean,-0.0748988538980484
csi800,moment,LCS_noise,-0.0748988538980484
csi800,moment,LCS_mask,-0.0748988538980484
csi800,moment,LCS_warp,0.0
csi800,moment,TSI_noise,1.0
csi800,moment,TSI_mask,1.0
csi800,moment,TSI_warp,0.0
csi800,moment,GSP_noise,0.0
csi800,moment,GSP_mask,0.0
csi800,moment,GSP_warp,-0.0748988538980484
csi800,moment,FSS_spearman_h96_score,-0.46529360210028115
csi800,moment,PDS_spearman_mae_h96_score,-0.11615787365529869
csi800,moment,LTC_step,2.7262282371520996
csi800,moment,LTC_dir,-0.4354615807533264
csi800,tirex,LCS_clean,-0.1107274740934372
csi800,tirex,LCS_noise,-0.1107274740934372
csi800,tirex,LCS_mask,-0.1107274740934372
csi800,tirex,LCS_warp,0.0
csi800,tirex,TSI_noise,1.0
csi800,tirex,TSI_mask,1.0
csi800,tirex,TSI_warp,0.0
csi800,tirex,GSP_noise,0.0
csi800,tirex,GSP_mask,0.0
csi800,tirex,GSP_warp,-0.1107274740934372
csi800,tirex,FSS_spearman_h96_score,-0.3929721859114834
csi800,tirex,PDS_spearman_mae_h96_score,-0.22831096932936595
csi800,tirex,LTC_step,1.9372963905334473
csi800,tirex,LTC_dir,-0.2714747488498688
csi800,uni2ts,LCS_clean,-0.09921851754188538
csi800,uni2ts,LCS_noise,-0.09921851754188538
csi800,uni2ts,LCS_mask,-0.09921851754188538
csi800,uni2ts,LCS_warp,0.0
csi800,uni2ts,TSI_noise,1.0
csi800,uni2ts,TSI_mask,1.0
csi800,uni2ts,TSI_warp,0.0
csi800,uni2ts,GSP_noise,0.0
csi800,uni2ts,GSP_mask,0.0
csi800,uni2ts,GSP_warp,-0.09921851754188538
csi800,uni2ts,FSS_spearman_h96_score,-0.5390125466440064
csi800,uni2ts,PDS_spearman_mae_h96_score,-0.22376044289311053
csi800,uni2ts,LTC_step,0.9779783487319946
csi800,uni2ts,LTC_dir,-0.30354735255241394
csi800,chronos-forecasting,LCS_clean,-0.03727658838033676
csi800,chronos-forecasting,LCS_noise,-0.03727658838033676
csi800,chronos-forecasting,LCS_mask,-0.03727658838033676
csi800,chronos-forecasting,LCS_warp,0.0
csi800,chronos-forecasting,TSI_noise,1.0
csi800,chronos-forecasting,TSI_mask,1.0
csi800,chronos-forecasting,TSI_warp,0.0
csi800,chronos-forecasting,GSP_noise,0.0
csi800,chronos-forecasting,GSP_mask,0.0
csi800,chronos-forecasting,GSP_warp,-0.03727658838033676
csi800,chronos-forecasting,FSS_spearman_h96_score,-0.4564460179175995
csi800,chronos-forecasting,PDS_spearman_mae_h96_score,-0.14493948844129087
csi800,chronos-forecasting,LTC_step,0.1054009348154068
csi800,chronos-forecasting,LTC_dir,-0.2139410525560379
