dataset,weight_mode,label_mode,metric,best,median,mean,worst,delta_pretrained_minus_random
traffic,random-reset,na,PDS_spearman_mae_h96_score,-0.0181579984493196,-0.02543557452421,-0.0236819395806868,-0.0274522457685309,-0.2139291579405134
traffic,pretrained,na,PDS_spearman_mae_havg_score,-0.1968932212094162,-0.2501569992332429,-0.2423199420259171,-0.2799096056350923,-0.173258041650931
traffic,random-reset,na,PDS_spearman_mae_havg_score,-0.0446510826152138,-0.0768989575823119,-0.0730614469011188,-0.0976343005058307,-0.173258041650931
traffic,pretrained,na,PDS_spearman_mse_h192_score,-0.1665639376695162,-0.1728270090179787,-0.1736911902568445,-0.1816826240830386,0.016058625444890784
traffic,random-reset,na,PDS_spearman_mse_h192_score,-0.1856215524541948,-0.1888856344628695,-0.1899748836989734,-0.195417464179856,0.016058625444890784
traffic,pretrained,na,PDS_spearman_mse_h336_score,-0.2033959935512297,-0.2117800744727114,-0.2106859972419633,-0.2168819237019489,-0.2761789068847918
traffic,random-reset,na,PDS_spearman_mse_h336_score,0.0694675115299664,0.0643988324120804,0.0626450186539407,0.0540687120197754,-0.2761789068847918
traffic,pretrained,na,PDS_spearman_mse_h720_score,-0.1669567933818564,-0.1791665236149735,-0.1758851859958114,-0.1815322409906043,-0.31462154601686865
traffic,random-reset,na,PDS_spearman_mse_h720_score,0.1466760866206612,0.1354550224018951,0.1314402468309281,0.112189631470228,-0.31462154601686865
traffic,pretrained,na,PDS_spearman_mse_h96_score,-0.234767766305032,-0.2393647324647234,-0.2382865101299672,-0.2407270316201462,-0.2139291579405134
traffic,random-reset,na,PDS_spearman_mse_h96_score,-0.0181579984493196,-0.02543557452421,-0.0236819395806868,-0.0274522457685309,-0.2139291579405134
traffic,pretrained,na,PDS_spearman_mse_havg_score,-0.1502008803401197,-0.2016325238038017,-0.1925911799571226,-0.2259401357274464,-0.11187858344491369
traffic,random-reset,na,PDS_spearman_mse_havg_score,-0.0572391845767386,-0.089753940358888,-0.0860637133167774,-0.1111980150147057,-0.11187858344491369
traffic,pretrained,na,TCS_avg,0.9990969896316528,0.9990969896316528,0.9990969896316528,0.9990969896316528,-0.0007877151171366004
traffic,random-reset,na,TCS_avg,0.9998847047487894,0.9998847047487894,0.9998847047487894,0.9998847047487894,-0.0007877151171366004
traffic,pretrained,na,TCS_resample,0.9972909688949584,0.9972909688949584,0.9972909688949584,0.9972909688949584,-0.002363145351410023
traffic,random-reset,na,TCS_resample,0.9996541142463684,0.9996541142463684,0.9996541142463684,0.9996541142463684,-0.002363145351410023
traffic,pretrained,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
traffic,random-reset,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
traffic,pretrained,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
traffic,random-reset,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
