dataset,model,metric,best,median,mean,worst
csi300,chronos-forecasting,LCS_mask,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676
csi300,chronos-forecasting,LCS_noise,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676
csi300,chronos-forecasting,LCS_warp,0.0,0.0,0.0,0.0
csi300,chronos-forecasting,LTC_dir,-0.2139410525560379,-0.2139410525560379,-0.2139410525560379,-0.2139410525560379
csi300,chronos-forecasting,LTC_step,0.1054009348154068,0.1054009348154068,0.1054009348154068,0.1054009348154068
csi300,chronos-forecasting,PDS_spearman_mae_h96_score,-0.14493948844129087,-0.14493948844129087,-0.14493948844129087,-0.14493948844129087
csi300,chronos-forecasting,TSI_mask,1.0,1.0,1.0,1.0
csi300,chronos-forecasting,TSI_noise,1.0,1.0,1.0,1.0
csi300,chronos-forecasting,TSI_warp,0.0,0.0,0.0,0.0
csi300,moment,FSS_spearman_h96_score,-0.4722300365542585,-0.4722300365542585,-0.4722300365542585,-0.4722300365542585
csi300,moment,GSP_mask,0.0,0.0,0.0,0.0
csi300,moment,GSP_noise,0.0,0.0,0.0,0.0
csi300,moment,GSP_warp,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533
csi300,moment,LCS_clean,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533
csi300,moment,LCS_mask,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533
csi300,moment,LCS_noise,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533,-0.07482005655765533
csi300,moment,LCS_warp,0.0,0.0,0.0,0.0
csi300,moment,LTC_dir,-0.4492608308792114,-0.4492608308792114,-0.4492608308792114,-0.4492608308792114
csi300,moment,LTC_step,2.772906541824341,2.772906541824341,2.772906541824341,2.772906541824341
csi300,moment,PDS_spearman_mae_h96_score,-0.021182621881437394,-0.021182621881437394,-0.021182621881437394,-0.021182621881437394
csi300,moment,TSI_mask,1.0,1.0,1.0,1.0
csi300,moment,TSI_noise,1.0,1.0,1.0,1.0
csi300,moment,TSI_warp,0.0,0.0,0.0,0.0
csi300,tirex,FSS_spearman_h96_score,-0.3929721859114834,-0.3929721859114834,-0.3929721859114834,-0.3929721859114834
csi300,tirex,GSP_mask,0.0,0.0,0.0,0.0
csi300,tirex,GSP_noise,0.0,0.0,0.0,0.0
csi300,tirex,GSP_warp,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372
csi300,tirex,LCS_clean,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372
csi300,tirex,LCS_mask,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372
csi300,tirex,LCS_noise,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372,-0.1107274740934372
csi300,tirex,LCS_warp,0.0,0.0,0.0,0.0
csi300,tirex,LTC_dir,-0.2714747488498688,-0.2714747488498688,-0.2714747488498688,-0.2714747488498688
csi300,tirex,LTC_step,1.9372963905334473,1.9372963905334473,1.9372963905334473,1.9372963905334473
csi300,tirex,PDS_spearman_mae_h96_score,-0.22831096932936595,-0.22831096932936595,-0.22831096932936595,-0.22831096932936595
csi300,tirex,TSI_mask,1.0,1.0,1.0,1.0
csi300,tirex,TSI_noise,1.0,1.0,1.0,1.0
csi300,tirex,TSI_warp,0.0,0.0,0.0,0.0
csi300,uni2ts,FSS_spearman_h96_score,-0.5390125466440064,-0.5390125466440064,-0.5390125466440064,-0.5390125466440064
csi300,uni2ts,GSP_mask,0.0,0.0,0.0,0.0
csi300,uni2ts,GSP_noise,0.0,0.0,0.0,0.0
csi300,uni2ts,GSP_warp,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538
csi300,uni2ts,LCS_clean,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538
csi300,uni2ts,LCS_mask,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538
csi300,uni2ts,LCS_noise,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538,-0.09921851754188538
csi300,uni2ts,LCS_warp,0.0,0.0,0.0,0.0
csi300,uni2ts,LTC_dir,-0.30354735255241394,-0.30354735255241394,-0.30354735255241394,-0.30354735255241394
csi300,uni2ts,LTC_step,0.9779783487319946,0.9779783487319946,0.9779783487319946,0.9779783487319946
csi300,uni2ts,PDS_spearman_mae_h96_score,-0.22376044289311053,-0.22376044289311053,-0.22376044289311053,-0.22376044289311053
csi300,uni2ts,TSI_mask,1.0,1.0,1.0,1.0
csi300,uni2ts,TSI_noise,1.0,1.0,1.0,1.0
csi300,uni2ts,TSI_warp,0.0,0.0,0.0,0.0
