dataset,model,metric,best,median,mean,worst
csi300,LightGTS,FSS_spearman_h96_score,-0.3776754172115943,-0.3776754172115943,-0.3776754172115943,-0.3776754172115943
csi300,LightGTS,GSP_mask,0.0,0.0,0.0,0.0
csi300,LightGTS,GSP_noise,0.0,0.0,0.0,0.0
csi300,LightGTS,GSP_warp,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534
csi300,LightGTS,LCS_clean,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534
csi300,LightGTS,LCS_mask,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534
csi300,LightGTS,LCS_noise,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534,-0.051373597234487534
csi300,LightGTS,LCS_warp,0.0,0.0,0.0,0.0
csi300,LightGTS,LTC_dir,-0.492994099855423,-0.492994099855423,-0.492994099855423,-0.492994099855423
csi300,LightGTS,LTC_step,2.454298257827759,2.454298257827759,2.454298257827759,2.454298257827759
csi300,LightGTS,PDS_spearman_mae_h96_score,-0.23451733806363007,-0.23451733806363007,-0.23451733806363007,-0.23451733806363007
csi300,LightGTS,TSI_mask,1.0,1.0,1.0,1.0
csi300,LightGTS,TSI_noise,1.0,1.0,1.0,1.0
csi300,LightGTS,TSI_warp,0.0,0.0,0.0,0.0
csi300,NeurIPS2023-One-Fits-All,FSS_spearman_h96_score,-0.4982121867092386,-0.4982121867092386,-0.4982121867092386,-0.4982121867092386
csi300,NeurIPS2023-One-Fits-All,GSP_mask,0.0,0.0,0.0,0.0
csi300,NeurIPS2023-One-Fits-All,GSP_noise,0.0,0.0,0.0,0.0
csi300,NeurIPS2023-One-Fits-All,GSP_warp,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_clean,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_mask,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_noise,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157,-0.04305988550186157
csi300,NeurIPS2023-One-Fits-All,LCS_warp,0.0,0.0,0.0,0.0
csi300,NeurIPS2023-One-Fits-All,LTC_dir,-0.36324745416641235,-0.36324745416641235,-0.36324745416641235,-0.36324745416641235
csi300,NeurIPS2023-One-Fits-All,LTC_step,1.1623080968856812,1.1623080968856812,1.1623080968856812,1.1623080968856812
csi300,NeurIPS2023-One-Fits-All,PDS_spearman_mae_h96_score,-0.32530327306019674,-0.32530327306019674,-0.32530327306019674,-0.32530327306019674
csi300,NeurIPS2023-One-Fits-All,TSI_mask,1.0,1.0,1.0,1.0
csi300,NeurIPS2023-One-Fits-All,TSI_noise,1.0,1.0,1.0,1.0
csi300,NeurIPS2023-One-Fits-All,TSI_warp,0.0,0.0,0.0,0.0
csi300,Sundial,FSS_spearman_h96_score,-0.19857543886298554,-0.19857543886298554,-0.19857543886298554,-0.19857543886298554
csi300,Sundial,GSP_mask,0.0,0.0,0.0,0.0
csi300,Sundial,GSP_noise,0.0,0.0,0.0,0.0
csi300,Sundial,GSP_warp,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168
csi300,Sundial,LCS_clean,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168
csi300,Sundial,LCS_mask,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168
csi300,Sundial,LCS_noise,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168,-0.04843460023403168
csi300,Sundial,LCS_warp,0.0,0.0,0.0,0.0
csi300,Sundial,LTC_dir,-0.33558306097984314,-0.33558306097984314,-0.33558306097984314,-0.33558306097984314
csi300,Sundial,LTC_step,3.0754497051239014,3.0754497051239014,3.0754497051239014,3.0754497051239014
csi300,Sundial,PDS_spearman_mae_h96_score,-0.005661335545891508,-0.005661335545891508,-0.005661335545891508,-0.005661335545891508
csi300,Sundial,TSI_mask,1.0,1.0,1.0,1.0
csi300,Sundial,TSI_noise,1.0,1.0,1.0,1.0
csi300,Sundial,TSI_warp,0.0,0.0,0.0,0.0
csi300,Time-MoE,FSS_spearman_h96_score,-0.4899928147107418,-0.4899928147107418,-0.4899928147107418,-0.4899928147107418
csi300,Time-MoE,GSP_mask,0.0,0.0,0.0,0.0
csi300,Time-MoE,GSP_noise,0.0,0.0,0.0,0.0
csi300,Time-MoE,GSP_warp,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996
csi300,Time-MoE,LCS_clean,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996
csi300,Time-MoE,LCS_mask,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996
csi300,Time-MoE,LCS_noise,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996,-0.056266188621520996
csi300,Time-MoE,LCS_warp,0.0,0.0,0.0,0.0
csi300,Time-MoE,LTC_dir,-0.22060412168502808,-0.22060412168502808,-0.22060412168502808,-0.22060412168502808
csi300,Time-MoE,LTC_step,0.530289351940155,0.530289351940155,0.530289351940155,0.530289351940155
csi300,Time-MoE,PDS_spearman_mae_h96_score,-0.06598334859235522,-0.06598334859235522,-0.06598334859235522,-0.06598334859235522
csi300,Time-MoE,TSI_mask,1.0,1.0,1.0,1.0
csi300,Time-MoE,TSI_noise,1.0,1.0,1.0,1.0
csi300,Time-MoE,TSI_warp,0.0,0.0,0.0,0.0
csi300,UniTime,FSS_spearman_h96_score,-0.29651630466777296,-0.29651630466777296,-0.29651630466777296,-0.29651630466777296
csi300,UniTime,GSP_mask,0.0,0.0,0.0,0.0
csi300,UniTime,GSP_noise,0.0,0.0,0.0,0.0
csi300,UniTime,GSP_warp,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838
csi300,UniTime,LCS_clean,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838
csi300,UniTime,LCS_mask,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838
csi300,UniTime,LCS_noise,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838,-0.028422672301530838
csi300,UniTime,LCS_warp,0.0,0.0,0.0,0.0
csi300,UniTime,LTC_dir,-0.4883613586425781,-0.4883613586425781,-0.4883613586425781,-0.4883613586425781
csi300,UniTime,LTC_step,5.75131368637085,5.75131368637085,5.75131368637085,5.75131368637085
csi300,UniTime,PDS_spearman_mae_h96_score,-0.2074208915083543,-0.2074208915083543,-0.2074208915083543,-0.2074208915083543
csi300,UniTime,TSI_mask,1.0,1.0,1.0,1.0
csi300,UniTime,TSI_noise,1.0,1.0,1.0,1.0
csi300,UniTime,TSI_warp,0.0,0.0,0.0,0.0
csi300,VisionTS,FSS_spearman_h96_score,-0.2808660315571656,-0.2808660315571656,-0.2808660315571656,-0.2808660315571656
csi300,VisionTS,GSP_mask,0.0,0.0,0.0,0.0
csi300,VisionTS,GSP_noise,0.0,0.0,0.0,0.0
csi300,VisionTS,GSP_warp,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557
csi300,VisionTS,LCS_clean,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557
csi300,VisionTS,LCS_mask,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557
csi300,VisionTS,LCS_noise,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557,-0.0628272145986557
csi300,VisionTS,LCS_warp,0.0,0.0,0.0,0.0
csi300,VisionTS,LTC_dir,-0.3465062975883484,-0.3465062975883484,-0.3465062975883484,-0.3465062975883484
csi300,VisionTS,LTC_step,1.6994339227676392,1.6994339227676392,1.6994339227676392,1.6994339227676392
csi300,VisionTS,PDS_spearman_mae_h96_score,-0.2764977683680476,-0.2764977683680476,-0.2764977683680476,-0.2764977683680476
csi300,VisionTS,TSI_mask,1.0,1.0,1.0,1.0
csi300,VisionTS,TSI_noise,1.0,1.0,1.0,1.0
csi300,VisionTS,TSI_warp,0.0,0.0,0.0,0.0
csi300,chronos-forecasting,FSS_spearman_h96_score,-0.4564460179175995,-0.4564460179175995,-0.4564460179175995,-0.4564460179175995
csi300,chronos-forecasting,GSP_mask,0.0,0.0,0.0,0.0
csi300,chronos-forecasting,GSP_noise,0.0,0.0,0.0,0.0
csi300,chronos-forecasting,GSP_warp,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676
csi300,chronos-forecasting,LCS_clean,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676,-0.03727658838033676
