,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,34.001403887146076,3.8427337292998915,0.6214034375899403,0.21937477082359286,9.186788222537606,5.831072275932281,0.29972291065124385,0.19752033308819308,0.6072306930082815,35.1728738713602,0.1679369804234091
