date,value
2008-07-02,0.0068947
2008-07-03,1.9797987
2008-07-04,-0.6399907
2008-07-07,3.0
2008-07-08,0.5553899
2008-07-09,3.0
2008-07-10,-1.2579746
2008-07-11,-0.6406441
2008-07-14,0.6407715
2008-07-15,-3.0
2008-07-16,-3.0
2008-07-17,-0.9278896
2008-07-18,3.0
2008-07-21,2.9912694
2008-07-22,-0.22749855
2008-07-23,-0.6916372
2008-07-24,2.8722427
2008-07-25,-1.1765821
2008-07-28,0.6220209
2008-07-29,-1.6964628
2008-07-30,-0.6860067
2008-07-31,-2.4805782
2008-08-01,1.0958749
2008-08-04,-2.1562352
2008-08-05,-2.2861614
2008-08-06,0.5792929
2008-08-07,-0.07535833
2008-08-08,-3.0
2008-08-11,-3.0
2008-08-12,-0.493465
2008-08-13,-0.0155316675
2008-08-14,-0.076680966
2008-08-15,0.11525516
2008-08-18,-3.0
2008-08-19,1.316569
2008-08-20,3.0
2008-08-21,-3.0
2008-08-22,-1.4583406
2008-08-25,-0.19669017
2008-08-26,-2.5965133
2008-08-27,-0.27289838
2008-08-28,0.3708265
2008-08-29,2.0935135
2008-09-01,-3.0
2008-09-02,-0.95135176
2008-09-03,-1.5725706
2008-09-04,0.17122015
2008-09-05,-2.715014
2008-09-08,-2.3573341
2008-09-09,0.49477175
2008-09-10,0.13353834
2008-09-11,-2.9887729
2008-09-12,0.21161099
2008-09-16,-3.0
2008-09-17,-3.0
2008-09-18,-1.5655324
2008-09-19,3.0
2008-09-22,3.0
2008-09-23,-3.0
2008-09-24,0.6108662
2008-09-25,3.0
2008-09-26,0.7722064
2008-10-06,-3.0
2008-10-07,-1.1332539
2008-10-08,-3.0
2008-10-09,-1.2495874
2008-10-10,-3.0
2008-10-13,3.0
2008-10-14,-2.3175116
2008-10-15,-0.96779174
2008-10-16,-3.0
2008-10-17,0.57047534
2008-10-20,3.0
2008-10-21,-0.75451815
2008-10-22,-2.3119502
2008-10-23,0.03643886
2008-10-24,-2.6174896
2008-10-27,-3.0
2008-10-28,2.7203789
2008-10-29,-2.5209901
2008-10-30,2.084834
2008-10-31,-1.8189791
2008-11-03,-0.57638204
2008-11-04,-1.4239521
2008-11-05,3.0
2008-11-06,-2.228518
2008-11-07,1.4808626
2008-11-10,3.0
2008-11-11,-1.038704
2008-11-12,0.98927784
2008-11-13,3.0
2008-11-14,3.0
2008-11-17,1.9633535
2008-11-18,-3.0
2008-11-19,3.0
2008-11-20,-0.98046565
2008-11-21,-0.5736306
2008-11-24,-3.0
2008-11-25,-0.19675392
2008-11-26,0.41263026
2008-11-27,1.2697616
2008-11-28,-1.9663123
2008-12-01,1.6350956
2008-12-02,0.1771906
2008-12-03,3.0
2008-12-04,1.3466337
2008-12-05,1.3249829
2008-12-08,3.0
2008-12-09,-2.3394334
2008-12-10,2.3911223
2008-12-11,-2.1622534
2008-12-12,-3.0
2008-12-15,0.63177335
2008-12-16,0.8416952
2008-12-17,0.2770522
2008-12-18,1.9106393
2008-12-19,0.27116674
2008-12-22,-1.5354412
2008-12-23,-3.0
2008-12-24,-1.5149058
2008-12-25,-0.80462426
2008-12-26,-0.44735342
2008-12-29,-0.38561982
2008-12-30,-1.058857
2008-12-31,-0.79814386
2009-01-05,3.0
2009-01-06,2.7975378
2009-01-07,-0.567267
2009-01-08,-2.027318
2009-01-09,1.3993267
2009-01-12,0.073483266
2009-01-13,-2.0992131
2009-01-14,3.0
2009-01-15,-0.051253438
2009-01-16,1.5766554
2009-01-19,0.9619541
2009-01-20,0.52910715
2009-01-21,-0.18752202
2009-01-22,0.9724502
2009-01-23,-0.55173004
2009-02-02,1.0345237
2009-02-03,2.2117434
2009-02-04,2.3955843
2009-02-05,-0.66965175
2009-02-06,3.0
2009-02-09,2.3313646
2009-02-10,1.132898
2009-02-11,0.13348521
2009-02-12,-0.52352446
2009-02-13,3.0
2009-02-16,2.3125398
2009-02-17,-2.8195498
2009-02-18,-3.0
2009-02-19,0.8493654
2009-02-20,1.7456127
2009-02-23,2.4806473
2009-02-24,-3.0
2009-02-25,0.05859964
2009-02-26,-3.0
2009-02-27,-2.056485
2009-03-02,0.9721952
2009-03-03,-0.96118385
2009-03-04,3.0
2009-03-05,0.7366068
2009-03-06,-0.74360245
2009-03-09,-3.0
2009-03-10,1.5134557
2009-03-11,-0.8457906
2009-03-12,-0.22222394
2009-03-13,-0.44776773
2009-03-16,1.4280634
2009-03-17,3.0
2009-03-18,0.35889623
2009-03-19,1.8724476
2009-03-20,-0.13635358
2009-03-23,2.1958292
2009-03-24,0.4181758
2009-03-25,-1.8683574
2009-03-26,2.8774695
2009-03-27,0.6535198
2009-03-30,-0.5494832
2009-03-31,0.8014425
2009-04-01,1.4024394
2009-04-02,0.9510543
2009-04-03,-0.23836115
2009-04-07,0.18912087
2009-04-08,-3.0
2009-04-09,1.343011
2009-04-10,2.7216325
2009-04-13,2.0596244
2009-04-14,0.6484205
2009-04-15,0.30245316
2009-04-16,-0.030542776
2009-04-17,-1.2420818
2009-04-20,1.8811588
2009-04-21,-1.0950091
2009-04-22,-3.0
2009-04-23,0.56345314
2009-04-24,-0.7448348
2009-04-27,-2.0986128
2009-04-28,0.15137532
2009-04-29,3.0
2009-04-30,0.56610906
2009-05-04,3.0
2009-05-05,0.38300112
2009-05-06,1.2062857
2009-05-07,0.03319867
2009-05-08,0.6787508
2009-05-11,-2.0761228
2009-05-12,2.0337346
2009-05-13,0.77871865
2009-05-14,-0.71235853
2009-05-15,0.0779133
2009-05-18,0.42637718
2009-05-19,0.90133595
2009-05-20,-0.88847613
2009-05-21,-2.0257564
2009-05-22,-0.33683637
2009-05-25,0.3570796
2009-05-26,-1.1011866
2009-05-27,1.2745634
2009-06-01,3.0
2009-06-02,0.1762876
2009-06-03,2.2762816
2009-06-04,0.40110368
2009-06-05,-0.47021005
2009-06-08,0.24370481
2009-06-09,0.33065876
2009-06-10,0.83972985
2009-06-11,-0.868031
2009-06-12,-1.6996922
2009-06-15,1.8025445
2009-06-16,-0.1837666
2009-06-17,1.451329
2009-06-18,1.3521367
2009-06-19,0.6235613
2009-06-22,0.039742794
2009-06-23,0.004121947
2009-06-24,1.0300512
2009-06-25,-0.114607126
2009-06-26,0.2657275
2009-06-29,1.4341083
2009-06-30,-0.4126568
2009-07-01,1.9758998
2009-07-02,1.1891711
2009-07-03,1.181299
2009-07-06,1.2410567
2009-07-07,-0.9390922
2009-07-08,0.27977183
2009-07-09,1.1362444
2009-07-10,0.018251302
2009-07-13,-1.012517
2009-07-14,2.4511774
2009-07-15,0.96007365
2009-07-16,0.1680437
2009-07-17,0.43825433
2009-07-20,1.7711836
2009-07-21,-1.3072202
2009-07-22,1.6546855
2009-07-23,1.0785478
2009-07-24,0.34596732
2009-07-27,1.8140179
2009-07-28,0.25584754
2009-07-29,-3.0
2009-07-30,1.8766758
2009-07-31,2.4125607
2009-08-03,1.2162611
2009-08-04,-0.044225942
2009-08-05,-1.1094306
2009-08-06,-1.8881279
2009-08-07,-2.6624432
2009-08-10,-0.2989952
2009-08-11,0.26318845
2009-08-12,-3.0
2009-08-13,1.1045649
2009-08-14,-2.5300574
2009-08-17,-3.0
2009-08-18,0.86565137
2009-08-19,-3.0
2009-08-20,3.0
2009-08-21,1.6444019
2009-08-24,0.6882058
2009-08-25,-3.0
2009-08-26,1.7582442
2009-08-27,-0.48624098
2009-08-28,-3.0
2009-08-31,-3.0
2009-09-01,0.388451
2009-09-02,1.4456029
2009-09-03,3.0
2009-09-04,0.70080537
2009-09-07,0.74946135
2009-09-08,1.8821573
2009-09-09,0.63847685
2009-09-10,-0.92683786
2009-09-11,2.084951
2009-09-14,1.4864506
2009-09-15,0.21586041
2009-09-16,-1.2326216
2009-09-17,1.6575645
2009-09-18,-3.0
2009-09-21,0.2139163
2009-09-22,-2.1890726
2009-09-23,-2.0539992
2009-09-24,0.5730144
2009-09-25,-0.6822566
2009-09-28,-2.5368407
2009-09-29,-0.045097075
2009-09-30,0.9406219
2009-10-09,3.0
2009-10-12,-0.37455007
2009-10-13,1.2913486
2009-10-14,0.7703154
2009-10-15,0.30370677
2009-10-16,0.02243699
2009-10-19,2.369652
2009-10-20,1.2616451
2009-10-21,-0.25309604
2009-10-22,-0.61535466
2009-10-23,1.7209448
2009-10-26,-0.008615719
2009-10-27,-2.6319427
2009-10-28,0.35826942
2009-10-29,-2.2366874
2009-10-30,0.8801207
2009-11-02,3.0
2009-11-03,1.085145
2009-11-04,0.44455412
2009-11-05,0.23472789
2009-11-06,0.44673195
2009-11-09,0.2922758
2009-11-10,0.16924417
2009-11-11,-0.24045397
2009-11-12,0.075692974
2009-11-13,0.4425144
2009-11-16,2.6774807
2009-11-17,0.028428687
2009-11-18,0.011664685
2009-11-19,0.26530254
2009-11-20,-0.31389478
2009-11-23,0.8122573
2009-11-24,-2.8893573
2009-11-25,2.0138686
2009-11-26,-3.0
2009-11-27,-2.6743999
2009-11-30,3.0
2009-12-01,1.2132229
2009-12-02,0.8790477
2009-12-03,-0.19425206
2009-12-04,1.271387
2009-12-07,0.58543336
2009-12-08,-1.1229066
2009-12-09,-1.7444494
2009-12-10,0.53622496
2009-12-11,-0.08962048
2009-12-14,0.90620154
2009-12-15,-0.759899
2009-12-16,-0.5968962
2009-12-17,-2.0508704
2009-12-18,-2.2985272
2009-12-21,0.09401864
2009-12-22,-2.4240289
2009-12-23,0.7996684
2009-12-24,2.699015
2009-12-25,-0.39807597
2009-12-28,1.3616555
2009-12-29,0.5370323
2009-12-30,1.4451461
2009-12-31,0.38697433
2010-01-04,-1.0426507
2010-01-05,0.69183904
2010-01-06,-0.5922643
2010-01-07,-1.8025497
2010-01-08,0.18828161
2010-01-11,0.01483051
2010-01-12,1.3185768
2010-01-13,-2.9026368
2010-01-14,1.2135309
2010-01-15,0.31721994
2010-01-18,0.4248155
2010-01-19,0.13866952
2010-01-20,-2.906674
2010-01-21,0.33684167
2010-01-22,-1.1423317
2010-01-25,-1.0452535
2010-01-26,-2.3163111
2010-01-27,-1.2499273
2010-01-28,0.18862157
2010-01-29,-0.10150826
2010-02-01,-1.4653096
2010-02-02,-0.21863317
2010-02-03,2.3598466
2010-02-04,-0.36300224
2010-02-05,-1.853803
2010-02-08,-0.09371056
2010-02-09,0.48039806
2010-02-10,1.2293175
2010-02-11,0.13940255
2010-02-12,0.8201506
2010-02-22,-0.5259307
2010-02-23,-0.9910839
2010-02-24,1.2430007
2010-02-25,1.2742872
2010-02-26,-0.31759176
2010-03-01,1.1267257
2010-03-02,-0.38788795
2010-03-03,0.6073604
2010-03-04,-2.2925355
2010-03-05,0.21759206
2010-03-08,0.68772775
2010-03-09,0.49944612
2010-03-10,-0.7398311
2010-03-11,-0.11560574
2010-03-12,-1.219613
2010-03-15,-1.4110019
2010-03-16,0.54759216
2010-03-17,1.9111066
2010-03-18,-0.20753685
2010-03-19,0.6833402
2010-03-22,0.20252784
2010-03-23,-0.7644299
2010-03-24,-0.004568137
2010-03-25,-1.3273838
2010-03-26,1.2316335
2010-03-29,2.238791
2010-03-30,0.18234304
2010-03-31,-0.5929336
2010-04-01,1.1996566
2010-04-02,0.3705078
2010-04-06,-0.09195235
2010-04-07,-0.51060086
2010-04-08,-1.0922575
2010-04-09,0.82905316
2010-04-12,-0.7646902
2010-04-13,1.0355542
2010-04-14,0.28067484
2010-04-15,-0.27351457
2010-04-16,-1.0383482
2010-04-19,-3.0
2010-04-20,-0.11993484
2010-04-21,1.7433817
2010-04-22,-1.0018562
2010-04-23,-0.35556042
2010-04-26,-0.5374042
2010-04-27,-1.8208914
2010-04-28,-0.3513588
2010-04-29,-1.1072687
2010-04-30,0.17823172
2010-05-04,-1.4265071
2010-05-05,0.46573752
2010-05-06,-3.0
2010-05-07,-1.8822478
2010-05-10,0.639263
2010-05-11,-1.8245671
2010-05-12,0.51743186
2010-05-13,2.1396835
2010-05-14,-0.6174475
2010-05-17,-3.0
2010-05-18,1.8247159
2010-05-19,-0.32938924
2010-05-20,-1.2007773
2010-05-21,1.3637801
2010-05-24,3.0
2010-05-25,-1.8805108
2010-05-26,-0.034356643
2010-05-27,1.4235271
2010-05-28,-0.33592275
2010-05-31,-2.4430451
2010-06-01,-0.9695552
2010-06-02,0.39963764
2010-06-03,-0.7276405
2010-06-04,0.23644888
2010-06-07,-1.615017
2010-06-08,0.08530731
2010-06-09,2.6991105
2010-06-10,-1.0629364
2010-06-11,0.25218242
2010-06-17,-0.5555174
2010-06-18,-1.5474405
2010-06-21,2.7585175
2010-06-22,0.06358209
2010-06-23,-0.8419289
2010-06-24,-0.06659919
2010-06-25,-0.7198853
2010-06-28,-0.66980046
2010-06-29,-3.0
2010-06-30,-1.02969
2010-07-01,-1.320829
2010-07-02,0.24903785
2010-07-05,-0.7888642
2010-07-06,1.7478862
2010-07-07,0.576722
2010-07-08,-0.19173428
2010-07-09,2.428273
2010-07-12,0.9457638
2010-07-13,-1.4204835
2010-07-14,0.60883707
2010-07-15,-1.548657
2010-07-16,0.22555974
2010-07-19,2.2255857
2010-07-20,1.926734
2010-07-21,0.15518919
2010-07-22,1.0668937
2010-07-23,0.34338582
2010-07-26,0.53925264
2010-07-27,-0.52041173
2010-07-28,2.1331925
2010-07-29,0.4091245
2010-07-30,-0.3171031
2010-08-02,1.4699947
2010-08-03,-1.6016208
2010-08-04,0.29095846
2010-08-05,-0.8276774
2010-08-06,1.4295082
2010-08-09,0.5986066
2010-08-10,-2.6485262
2010-08-11,0.51847297
2010-08-12,-1.0919867
2010-08-13,1.2047559
2010-08-16,2.0420847
2010-08-17,0.5819063
2010-08-18,-0.1836763
2010-08-19,0.512715
2010-08-20,-1.7550358
2010-08-23,-0.1002228
2010-08-24,0.4467107
2010-08-25,-2.1401458
2010-08-26,0.18722989
2010-08-27,0.2305422
2010-08-30,1.7252792
2010-08-31,-0.39580783
2010-09-01,-0.6221006
2010-09-02,1.1197567
2010-09-03,-0.07062553
2010-09-06,1.6405562
2010-09-07,0.20577864
2010-09-08,-0.09834243
2010-09-09,-1.6638962
2010-09-10,0.1511841
2010-09-13,0.87014514
2010-09-14,0.046531256
2010-09-15,-1.5917515
2010-09-16,-1.7292737
2010-09-17,0.07724401
2010-09-20,-0.39383185
2010-09-21,0.20478003
2010-09-27,1.4486625
2010-09-28,-0.7743789
2010-09-29,-0.2229304
2010-09-30,1.8491819
2010-10-08,3.0
2010-10-11,2.5611103
2010-10-12,1.0986264
2010-10-13,1.2253975
2010-10-14,0.14738086
2010-10-15,2.8276026
2010-10-18,-0.6107918
2010-10-19,1.8393551
2010-10-20,0.5254101
2010-10-21,-0.6166454
2010-10-22,0.07044493
2010-10-25,2.6672504
2010-10-26,-0.4183192
2010-10-27,-1.6339271
2010-10-28,-0.19619086
2010-10-29,-0.4988725
2010-11-01,2.4179788
2010-11-02,-0.2875005
2010-11-03,-1.1355062
2010-11-04,1.5331837
2010-11-05,0.9972987
2010-11-08,0.66845655
2010-11-09,-0.6524787
2010-11-10,-0.66264015
2010-11-11,0.24230248
2010-11-12,-3.0
2010-11-15,0.58989525
2010-11-16,-3.0
2010-11-17,-1.879746
2010-11-18,1.2305074
2010-11-19,0.83992106
2010-11-22,-0.22796598
2010-11-23,-1.8539838
2010-11-24,1.969462
2010-11-25,1.2682955
2010-11-26,-0.8259245
2010-11-29,-0.16836241
2010-11-30,-1.5168074
2010-12-01,-0.061696406
2010-12-02,0.5065321
2010-12-03,0.053086
2010-12-06,0.17482154
2010-12-07,0.94442517
2010-12-08,-0.82680625
2010-12-09,-1.3974941
2010-12-10,1.0672762
2010-12-13,2.758188
2010-12-14,0.19551627
2010-12-15,-0.6294149
2010-12-16,-0.5003013
2010-12-17,-0.17242593
2010-12-20,-1.3329878
2010-12-21,1.9520289
2010-12-22,-0.9683707
2010-12-23,-0.77843183
2010-12-24,-0.7513205
2010-12-27,-1.8163604
2010-12-28,-1.6092644
2010-12-29,0.46020263
2010-12-30,0.03161576
2010-12-31,1.8317486
2011-01-04,1.7153567
2011-01-05,-0.42609033
2011-01-06,-0.4839251
2011-01-07,0.16250883
2011-01-10,-1.6789551
2011-01-11,0.44543588
2011-01-12,0.46225297
2011-01-13,-0.06425138
2011-01-14,-1.4364667
2011-01-17,-3.0
2011-01-18,0.064421356
2011-01-19,1.9769092
2011-01-20,-2.9652417
2011-01-21,1.1381142
2011-01-24,-0.90732235
2011-01-25,-0.50430644
2011-01-26,1.171876
2011-01-27,1.4028643
2011-01-28,0.2679903
2011-01-31,1.1328024
2011-02-01,-0.011940898
2011-02-09,-1.0866058
2011-02-10,1.8181398
2011-02-11,0.44771993
2011-02-14,2.769279
2011-02-15,-0.075145856
2011-02-16,0.8202037
2011-02-17,-0.106267616
2011-02-18,-0.96871597
2011-02-21,1.2428201
2011-02-22,-2.6147008
2011-02-23,0.28010118
2011-02-24,0.42016238
2011-02-25,0.1522252
2011-02-28,1.134534
2011-03-01,0.38743114
2011-03-02,-0.3518528
2011-03-03,-0.62734866
2011-03-04,1.3195754
2011-03-07,1.70519
2011-03-08,0.04437467
2011-03-09,0.0030170952
2011-03-10,-1.5984443
2011-03-11,-0.9277462
2011-03-14,0.39217988
2011-03-15,-1.6446781
2011-03-16,1.1959702
2011-03-17,-1.4362223
2011-03-18,0.4836595
2011-03-21,-0.27202725
2011-03-22,0.4060649
2011-03-23,1.1259714
2011-03-24,-0.40464666
2011-03-25,1.1475692
2011-03-28,-0.14023119
2011-03-29,-0.91706413
2011-03-30,-0.08633248
2011-03-31,-0.93188405
2011-04-01,1.3325468
2011-04-06,1.0095583
2011-04-07,0.32498577
2011-04-08,0.7413768
2011-04-11,-0.564064
2011-04-12,-0.2123334
2011-04-13,1.1780269
2011-04-14,-0.52254176
2011-04-15,0.10868979
2011-04-18,-0.021289645
2011-04-19,-1.7222196
2011-04-20,-0.035849255
2011-04-21,0.5499187
2011-04-22,-0.5024898
2011-04-25,-1.3946044
2011-04-26,-0.5448619
2011-04-27,-0.62622255
2011-04-28,-1.3596051
2011-04-29,0.8378813
2011-05-03,0.4794632
2011-05-04,-2.3129807
2011-05-05,-0.1173002
2011-05-06,-0.16896796
2011-05-09,0.20437633
2011-05-10,0.63366437
2011-05-11,-0.26433048
2011-05-12,-1.2664629
2011-05-13,0.7267375
2011-05-16,-0.82154757
2011-05-17,0.4130021
2011-05-18,0.63343066
2011-05-19,-0.5663587
2011-05-20,-0.0070540537
2011-05-23,-2.8497314
2011-05-24,0.06121304
2011-05-25,-1.090988
2011-05-26,-0.3908732
2011-05-27,-0.48539114
2011-05-30,-0.29909614
2011-05-31,1.384783
2011-06-01,0.043312315
2011-06-02,-1.4721619
2011-06-03,0.88955444
2011-06-07,0.5001579
2011-06-08,0.09583527
2011-06-09,-1.7157285
2011-06-10,0.2688083
2011-06-13,-0.38292143
2011-06-14,1.2708346
2011-06-15,-0.9405794
2011-06-16,-1.4040542
2011-06-17,-0.8108656
2011-06-20,-0.5662578
2011-06-21,1.0250368
2011-06-22,-0.04943149
2011-06-23,1.4683799
2011-06-24,2.0700035
2011-06-27,0.23115836
2011-06-28,0.119483344
2011-06-29,-1.2521635
2011-06-30,1.2702184
2011-07-01,0.13119052
2011-07-04,2.0763988
2011-07-05,-0.019547377
2011-07-06,-0.28520048
2011-07-07,-0.3787517
2011-07-08,0.18119569
2011-07-11,0.08091977
2011-07-12,-1.6460326
2011-07-13,1.4040648
2011-07-14,0.23810616
2011-07-15,0.34154794
2011-07-18,-0.2135073
2011-07-19,-0.8185093
2011-07-20,-0.13683696
2011-07-21,-0.96915156
2011-07-22,0.22331816
2011-07-25,-2.9303007
2011-07-26,0.2501427
2011-07-27,0.63257015
2011-07-28,-0.60027444
2011-07-29,-0.30113584
2011-08-01,0.13478129
2011-08-02,-0.6729875
2011-08-03,-0.07999552
2011-08-04,0.1296501
2011-08-05,-1.9276901
2011-08-08,-3.0
2011-08-09,0.10254937
2011-08-10,0.79143506
2011-08-11,1.316314
2011-08-12,0.22799253
2011-08-15,1.283381
2011-08-16,-0.6544441
2011-08-17,-0.39017203
2011-08-18,-1.6326522
2011-08-19,-0.87044793
2011-08-22,-0.98270184
2011-08-23,1.3520623
2011-08-24,-0.381466
2011-08-25,2.9410517
2011-08-26,-0.114819594
2011-08-29,-1.5213119
2011-08-30,-0.38016993
2011-08-31,0.12354155
2011-09-01,-0.41758618
2011-09-02,-0.99898785
2011-09-05,-1.9425949
2011-09-06,-0.70066196
2011-09-07,1.7911772
2011-09-08,-0.7714521
2011-09-09,-0.19638209
2011-09-13,-1.0324893
2011-09-14,0.38576326
2011-09-15,-0.16666795
2011-09-16,0.12679237
2011-09-19,-1.8179433
2011-09-20,0.31734744
2011-09-21,2.6547146
2011-09-22,-2.7784154
2011-09-23,-0.57227075
2011-09-26,-1.989307
2011-09-27,0.8858255
2011-09-28,-0.9563023
2011-09-29,-0.7992222
2011-09-30,-0.26969537
2011-10-10,-0.872238
2011-10-11,-0.21171722
2011-10-12,3.0
2011-10-13,0.5668421
2011-10-14,-0.32956454
2011-10-17,0.40783903
2011-10-18,-2.5319166
2011-10-19,-0.3481983
2011-10-20,-2.19235
2011-10-21,-0.48182693
2011-10-24,2.4101279
2011-10-25,1.6518915
2011-10-26,0.8558564
2011-10-27,0.1614146
2011-10-28,1.6939396
2011-10-31,-0.48540705
2011-11-01,0.039243486
2011-11-02,1.4474939
2011-11-03,0.027716907
2011-11-04,0.59705555
2011-11-07,-0.92106396
2011-11-08,-0.3124659
2011-11-09,0.74788904
2011-11-10,-1.720642
2011-11-11,-0.18577445
2011-11-14,1.7907097
2011-11-15,-0.21309829
2011-11-16,-2.4554057
2011-11-17,-0.30469474
2011-11-18,-1.8931104
2011-11-21,0.07474747
2011-11-22,-0.041623168
2011-11-23,-0.9040237
2011-11-24,0.1347388
2011-11-25,-0.68642634
2011-11-28,0.08171654
2011-11-29,1.186292
2011-11-30,-3.0
2011-12-01,2.1601338
2011-12-02,-0.94162595
2011-12-05,-1.2863343
2011-12-06,-0.21266273
2011-12-07,0.38659188
2011-12-08,-0.14814045
2011-12-09,-0.7946168
2011-12-12,-0.95170236
2011-12-13,-2.040093
2011-12-14,-0.9339769
2011-12-15,-2.1416914
2011-12-16,1.8440826
2011-12-19,-0.24769397
2011-12-20,-0.30852985
2011-12-21,-1.4577085
2011-12-22,0.05046198
2011-12-23,0.64403296
2011-12-26,-0.92047435
2011-12-27,-1.2044637
2011-12-28,0.07746711
2011-12-29,0.098172456
2011-12-30,1.2911999
2012-01-04,-1.8195474
2012-01-05,-0.9015378
2012-01-06,0.5221487
2012-01-09,2.9990351
2012-01-10,2.9296632
2012-01-11,-0.46192893
2012-01-12,-0.04861879
2012-01-13,-1.5305756
2012-01-16,-1.8464464
2012-01-17,3.0
2012-01-18,-1.4255828
2012-01-19,1.6639705
2012-01-20,1.2558128
2012-01-30,-1.577723
2012-01-31,0.09381679
2012-02-01,-1.3097434
2012-02-02,2.0658286
2012-02-03,0.6771892
2012-02-06,-0.09725883
2012-02-07,-1.684405
2012-02-08,2.5137928
2012-02-09,0.0006799088
2012-02-10,0.12039698
2012-02-13,-0.09218076
2012-02-14,-0.3819175
2012-02-15,0.93730736
2012-02-16,-0.5074085
2012-02-17,0.0011685932
2012-02-20,0.09277568
2012-02-21,0.7283948
2012-02-22,1.1836468
2012-02-23,0.26684296
2012-02-24,1.3935686
2012-02-27,0.25355285
2012-02-28,0.16318873
2012-02-29,-0.98229814
2012-03-01,-0.061388325
2012-03-02,1.5422668
2012-03-05,-0.6075463
2012-03-06,-1.4282228
2012-03-07,-0.6480009
2012-03-08,1.0880878
2012-03-09,0.9295734
2012-03-12,-0.36552534
2012-03-13,0.8610407
2012-03-14,-2.5594795
2012-03-15,-0.70350903
2012-03-16,1.2744784
2012-03-19,0.18616752
2012-03-20,-1.5784401
2012-03-21,0.08105788
2012-03-22,-0.1737167
2012-03-23,-1.0969691
2012-03-26,0.052947897
2012-03-27,-0.32379594
2012-03-28,-2.5619655
2012-03-29,-1.1786537
2012-03-30,0.39519697
2012-04-05,2.0686862
2012-04-06,0.21379945
2012-04-09,-0.90737015
2012-04-10,0.84573215
2012-04-11,-0.025624063
2012-04-12,1.7479286
2012-04-13,0.31293863
2012-04-16,-0.25576788
2012-04-17,-1.1478454
2012-04-18,1.9999305
2012-04-19,-0.1664236
2012-04-20,1.0223279
2012-04-23,-0.7400754
2012-04-24,-0.07447126
2012-04-25,0.6883014
2012-04-26,0.15216146
2012-04-27,-0.21489367
2012-05-02,1.9110749
2012-05-03,0.23231633
2012-05-04,0.7722064
2012-05-07,0.027929379
2012-05-08,-0.3184204
2012-05-09,-1.7318499
2012-05-10,-0.044443727
2012-05-11,-0.71511
2012-05-14,-0.7570466
2012-05-15,0.028311826
2012-05-16,-1.4891702
2012-05-17,1.3257371
2012-05-18,-1.3969417
2012-05-21,0.42452866
2012-05-22,1.353539
2012-05-23,-0.39580783
2012-05-24,-0.7702729
2012-05-25,-0.7952224
2012-05-28,1.4059026
2012-05-29,1.198233
2012-05-30,-0.323371
2012-05-31,-0.37895355
2012-06-01,-0.0020184792
2012-06-04,-2.5380676
2012-06-05,-0.040789217
2012-06-06,-0.08457959
2012-06-07,-0.564643
2012-06-08,-0.6602977
2012-06-11,1.1636533
2012-06-12,-0.6644462
2012-06-13,1.3849955
2012-06-14,-0.7324742
2012-06-15,0.23128584
2012-06-18,0.42222336
2012-06-19,-0.8143448
2012-06-20,-0.24371544
2012-06-21,-1.4457463
2012-06-25,-2.0091145
2012-06-26,-0.09254196
2012-06-27,-0.3146331
2012-06-28,-0.8160977
2012-06-29,1.2838908
2012-07-02,0.096876375
2012-07-03,0.09151147
2012-07-04,-0.17163448
2012-07-05,-1.2834712
2012-07-06,1.5146136
2012-07-09,-2.0735571
2012-07-10,-0.3785233
2012-07-11,0.6641965
2012-07-12,0.83301574
2012-07-13,0.01845315
2012-07-16,-1.8854402
2012-07-17,0.50297314
2012-07-18,-0.029437926
2012-07-19,0.33424953
2012-07-20,-0.9852463
2012-07-23,-1.2614326
2012-07-24,0.36349624
2012-07-25,-0.63108814
2012-07-26,-0.50997406
2012-07-27,0.027111363
2012-07-30,-0.53951293
2012-07-31,-0.14391756
2012-08-01,0.94844085
2012-08-02,-0.93244714
2012-08-03,0.6852631
2012-08-06,1.1724284
2012-08-07,0.08746389
2012-08-08,0.0
2012-08-09,0.7824688
2012-08-10,-0.47592556
2012-08-13,-1.8102306
2012-08-14,0.15829127
2012-08-15,-0.99478614
2012-08-16,-0.4909419
2012-08-17,-0.27234596
2012-08-20,-0.48462093
2012-08-21,0.42690834
2012-08-22,-0.732198
2012-08-23,0.22234079
2012-08-24,-1.0610402
2012-08-27,-1.8934611
2012-08-28,0.37383297
2012-08-29,-0.97384185
2012-08-30,-0.1729571
2012-08-31,-0.2964243
2012-09-03,0.9154759
2012-09-04,-0.99267215
2012-09-05,-0.21760269
2012-09-06,0.69268894
2012-09-07,3.0
2012-09-10,0.33047816
2012-09-11,-0.60034883
2012-09-12,0.2809723
2012-09-13,-0.86446154
2012-09-14,0.62788516
2012-09-17,-2.221841
2012-09-18,-0.96023834
2012-09-19,0.40405706
2012-09-20,-2.0294003
2012-09-21,0.09190454
2012-09-24,0.63237894
2012-09-25,-0.25007364
2012-09-26,-1.05303
2012-09-27,2.691302
2012-09-28,1.6036711
2012-10-08,-0.9302587
2012-10-09,1.9325345
2012-10-10,0.11770921
2012-10-11,-0.8620128
2012-10-12,0.04294049
2012-10-15,-0.40848708
2012-10-16,0.093965515
2012-10-17,0.06802275
2012-10-18,1.3318776
2012-10-19,-0.17198505
2012-10-22,0.3141391
2012-10-23,-1.1576828
2012-10-24,-0.20004722
2012-10-25,-0.6730991
2012-10-26,-1.7197762
2012-10-29,-0.512221
