,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,34.93572848797458,3.840021749567648,0.6185626006700395,0.2183412284311027,9.324188804287969,5.91064535291829,0.3038130458982656,0.1973809346344421,0.6058633321613706,35.56103012890122,0.16921545465236176
