,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,34.577606240448034,3.8867288046975546,0.6244317290663122,0.22193843885738418,9.357764696788651,5.8802726331734005,0.3022518579150696,0.19978172369158778,0.6140811787798836,35.54253168486567,0.1697357527782267
