,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,34.00998305783462,3.84792929788047,0.6293409467417621,0.21954449294003128,9.277692231116587,5.8318078721640525,0.29976072102868684,0.19778739047725796,0.6074242887934216,35.04592545949968,0.16845228723041666
