dataset,weight_mode,label_mode,metric,best,median,mean,worst
weather,pretrained,na,CSS_seasonality_bal_acc,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
weather,pretrained,na,CSS_seasonality_margin,0.6166402909444904,0.6166402909444904,0.6166402909444904,0.6166402909444904
weather,pretrained,na,CSS_seasonality_pvalue,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047
weather,pretrained,na,CSS_trend_bal_acc,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
weather,pretrained,na,CSS_trend_margin,0.6251772477197519,0.6251772477197519,0.6251772477197519,0.6251772477197519
weather,pretrained,na,CSS_trend_pvalue,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
weather,pretrained,na,CSS_volatility_bal_acc,0.7307692307692308,0.7307692307692308,0.7307692307692308,0.7307692307692308
weather,pretrained,na,CSS_volatility_margin,0.6213546886544997,0.6213546886544997,0.6213546886544997,0.6213546886544997
weather,pretrained,na,CSS_volatility_pvalue,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
weather,pretrained,na,FSS_pearson_h192_ci_high,0.070514365285635,0.070514365285635,0.070514365285635,0.070514365285635
weather,pretrained,na,FSS_pearson_h192_ci_low,0.04781789528205992,0.04781789528205992,0.04781789528205992,0.04781789528205992
weather,pretrained,na,FSS_pearson_h192_pvalue,2.7382437750028693e-17,2.7382437750028693e-17,2.7382437750028693e-17,2.7382437750028693e-17
weather,pretrained,na,FSS_pearson_h192_raw_corr,-0.05985354259610176,-0.05985354259610176,-0.05985354259610176,-0.05985354259610176
weather,pretrained,na,FSS_pearson_h192_score,0.05985354259610176,0.05985354259610176,0.05985354259610176,0.05985354259610176
weather,pretrained,na,FSS_pearson_h336_ci_high,0.06134157134220004,0.06134157134220004,0.06134157134220004,0.06134157134220004
weather,pretrained,na,FSS_pearson_h336_ci_low,0.03849737280979753,0.03849737280979753,0.03849737280979753,0.03849737280979753
weather,pretrained,na,FSS_pearson_h336_pvalue,1.7260565806503925e-12,1.7260565806503925e-12,1.7260565806503925e-12,1.7260565806503925e-12
weather,pretrained,na,FSS_pearson_h336_raw_corr,-0.04995329678058624,-0.04995329678058624,-0.04995329678058624,-0.04995329678058624
weather,pretrained,na,FSS_pearson_h336_score,0.04995329678058624,0.04995329678058624,0.04995329678058624,0.04995329678058624
weather,pretrained,na,FSS_pearson_h720_ci_high,0.05439173113554716,0.05439173113554716,0.05439173113554716,0.05439173113554716
weather,pretrained,na,FSS_pearson_h720_ci_low,0.02999623566865922,0.02999623566865922,0.02999623566865922,0.02999623566865922
weather,pretrained,na,FSS_pearson_h720_pvalue,1.383850367631112e-09,1.383850367631112e-09,1.383850367631112e-09,1.383850367631112e-09
weather,pretrained,na,FSS_pearson_h720_raw_corr,-0.04291157051920891,-0.04291157051920891,-0.04291157051920891,-0.04291157051920891
weather,pretrained,na,FSS_pearson_h720_score,0.04291157051920891,0.04291157051920891,0.04291157051920891,0.04291157051920891
weather,pretrained,na,FSS_pearson_h96_ci_high,0.06818990726023913,0.06818990726023913,0.06818990726023913,0.06818990726023913
weather,pretrained,na,FSS_pearson_h96_ci_low,0.046803562622517364,0.046803562622517364,0.046803562622517364,0.046803562622517364
weather,pretrained,na,FSS_pearson_h96_pvalue,5.357448980669967e-16,5.357448980669967e-16,5.357448980669967e-16,5.357448980669967e-16
weather,pretrained,na,FSS_pearson_h96_raw_corr,-0.05737321823835373,-0.05737321823835373,-0.05737321823835373,-0.05737321823835373
weather,pretrained,na,FSS_pearson_h96_score,0.05737321823835373,0.05737321823835373,0.05737321823835373,0.05737321823835373
weather,pretrained,na,FSS_pearson_havg_ci_high,0.04815048603340984,0.04815048603340984,0.04815048603340984,0.04815048603340984
weather,pretrained,na,FSS_pearson_havg_ci_low,0.025610292237252,0.025610292237252,0.025610292237252,0.025610292237252
weather,pretrained,na,FSS_pearson_havg_pvalue,1.002557254992098e-07,1.002557254992098e-07,1.002557254992098e-07,1.002557254992098e-07
weather,pretrained,na,FSS_pearson_havg_raw_corr,-0.037736352533102036,-0.037736352533102036,-0.037736352533102036,-0.037736352533102036
weather,pretrained,na,FSS_pearson_havg_score,0.037736352533102036,0.037736352533102036,0.037736352533102036,0.037736352533102036
weather,pretrained,na,FSS_spearman_h192_ci_high,-0.025657361381329485,-0.025657361381329485,-0.025657361381329485,-0.025657361381329485
weather,pretrained,na,FSS_spearman_h192_ci_low,-0.05494115962375444,-0.05494115962375444,-0.05494115962375444,-0.05494115962375444
weather,pretrained,na,FSS_spearman_h192_pvalue,1.5164072492491987e-08,1.5164072492491987e-08,1.5164072492491987e-08,1.5164072492491987e-08
weather,pretrained,na,FSS_spearman_h192_raw_corr,0.04007471792675781,0.04007471792675781,0.04007471792675781,0.04007471792675781
weather,pretrained,na,FSS_spearman_h192_score,-0.04007471792675781,-0.04007471792675781,-0.04007471792675781,-0.04007471792675781
weather,pretrained,na,FSS_spearman_h336_ci_high,-0.02622376635010878,-0.02622376635010878,-0.02622376635010878,-0.02622376635010878
weather,pretrained,na,FSS_spearman_h336_ci_low,-0.058286602005618804,-0.058286602005618804,-0.058286602005618804,-0.058286602005618804
weather,pretrained,na,FSS_spearman_h336_pvalue,1.7049299052697638e-09,1.7049299052697638e-09,1.7049299052697638e-09,1.7049299052697638e-09
weather,pretrained,na,FSS_spearman_h336_raw_corr,0.042658276720966816,0.042658276720966816,0.042658276720966816,0.042658276720966816
weather,pretrained,na,FSS_spearman_h336_score,-0.042658276720966816,-0.042658276720966816,-0.042658276720966816,-0.042658276720966816
weather,pretrained,na,FSS_spearman_h720_ci_high,-0.05315851987240191,-0.05315851987240191,-0.05315851987240191,-0.05315851987240191
weather,pretrained,na,FSS_spearman_h720_ci_low,-0.08328851035619834,-0.08328851035619834,-0.08328851035619834,-0.08328851035619834
weather,pretrained,na,FSS_spearman_h720_pvalue,1.7699207549382103e-22,1.7699207549382103e-22,1.7699207549382103e-22,1.7699207549382103e-22
weather,pretrained,na,FSS_spearman_h720_raw_corr,0.06905013817612682,0.06905013817612682,0.06905013817612682,0.06905013817612682
weather,pretrained,na,FSS_spearman_h720_score,-0.06905013817612682,-0.06905013817612682,-0.06905013817612682,-0.06905013817612682
weather,pretrained,na,FSS_spearman_h96_ci_high,-0.08318557543569913,-0.08318557543569913,-0.08318557543569913,-0.08318557543569913
weather,pretrained,na,FSS_spearman_h96_ci_low,-0.11157915536128189,-0.11157915536128189,-0.11157915536128189,-0.11157915536128189
weather,pretrained,na,FSS_spearman_h96_pvalue,3.4952238271603123e-43,3.4952238271603123e-43,3.4952238271603123e-43,3.4952238271603123e-43
weather,pretrained,na,FSS_spearman_h96_raw_corr,0.09739631669949034,0.09739631669949034,0.09739631669949034,0.09739631669949034
weather,pretrained,na,FSS_spearman_h96_score,-0.09739631669949034,-0.09739631669949034,-0.09739631669949034,-0.09739631669949034
weather,pretrained,na,FSS_spearman_havg_ci_high,-0.005412951439550321,-0.005412951439550321,-0.005412951439550321,-0.005412951439550321
weather,pretrained,na,FSS_spearman_havg_ci_low,-0.0332759226265133,-0.0332759226265133,-0.0332759226265133,-0.0332759226265133
weather,pretrained,na,FSS_spearman_havg_pvalue,0.006728382811243294,0.006728382811243294,0.006728382811243294,0.006728382811243294
weather,pretrained,na,FSS_spearman_havg_raw_corr,0.019205268621155725,0.019205268621155725,0.019205268621155725,0.019205268621155725
weather,pretrained,na,FSS_spearman_havg_score,-0.019205268621155725,-0.019205268621155725,-0.019205268621155725,-0.019205268621155725
weather,pretrained,na,LLS_avgk,0.25864548422202915,0.25864548422202915,0.25864548422202915,0.25864548422202915
weather,pretrained,na,LLS_k10,0.28181699638901136,0.28181699638901136,0.28181699638901136,0.28181699638901136
weather,pretrained,na,LLS_k20,0.24334953702691564,0.24334953702691564,0.24334953702691564,0.24334953702691564
weather,pretrained,na,LLS_k50,0.25076991925016046,0.25076991925016046,0.25076991925016046,0.25076991925016046
weather,pretrained,na,LTC_dir,-0.3563445210456848,-0.3563445210456848,-0.3563445210456848,-0.3563445210456848
weather,pretrained,na,LTC_step,4597.09619140625,4597.09619140625,4597.09619140625,4597.09619140625
weather,pretrained,na,MCS_k10,1.0,1.0,1.0,1.0
weather,pretrained,na,MCS_k20,1.0,1.0,1.0,1.0
weather,pretrained,na,MCS_k50,1.0,1.0,1.0,1.0
weather,pretrained,na,PDS_pearson_mae_h192_ci_high,0.09301398347058708,0.08855529475717525,0.08982797244522876,0.08791463910792395
weather,pretrained,na,PDS_pearson_mae_h192_ci_low,-0.28419373959824495,-0.28648091322348845,-0.28953706066085316,-0.297936529160826
weather,pretrained,na,PDS_pearson_mae_h192_pvalue,0.2987535151285548,0.26576647381856744,0.27124238745250323,0.24920717341038753
weather,pretrained,na,PDS_pearson_mae_h192_raw_corr,0.07227680828692212,0.06981080315207833,0.06909397602068794,0.06519431662306337
weather,pretrained,na,PDS_pearson_mae_h192_score,-0.06519431662306337,-0.06981080315207833,-0.06909397602068794,-0.07227680828692212
weather,pretrained,na,PDS_pearson_mae_h336_ci_high,0.10393669071755204,0.10066633519032105,0.09983784975954886,0.0949105233707735
weather,pretrained,na,PDS_pearson_mae_h336_ci_low,-0.180685622044448,-0.20189095743425509,-0.19803332377391583,-0.21152339184304442
weather,pretrained,na,PDS_pearson_mae_h336_pvalue,0.7246859672355955,0.6815863353744173,0.6882984876663977,0.6586231603891803
weather,pretrained,na,PDS_pearson_mae_h336_raw_corr,0.027743887925781037,0.0257655460754219,0.02520922525869351,0.02211824177487759
weather,pretrained,na,PDS_pearson_mae_h336_score,-0.02211824177487759,-0.0257655460754219,-0.02520922525869351,-0.027743887925781037
weather,pretrained,na,PDS_pearson_mae_h720_ci_high,0.04363863382893362,0.038173335215941795,0.0360939916476618,0.026470005898109984
weather,pretrained,na,PDS_pearson_mae_h720_ci_low,-0.16305624854978457,-0.17125555136353995,-0.1729739988425699,-0.18461019661438507
weather,pretrained,na,PDS_pearson_mae_h720_pvalue,0.4365756560657444,0.3876175506082461,0.3956136652645535,0.36264778911967
weather,pretrained,na,PDS_pearson_mae_h720_raw_corr,0.05712880563920649,0.054222244331784936,0.05339510422127484,0.04883426269283311
weather,pretrained,na,PDS_pearson_mae_h720_score,-0.04883426269283311,-0.054222244331784936,-0.05339510422127484,-0.05712880563920649
weather,pretrained,na,PDS_pearson_mae_h96_ci_high,0.13931159735070314,0.13577778322920958,0.1364908320893894,0.13438311568825542
weather,pretrained,na,PDS_pearson_mae_h96_ci_low,0.059733335925321346,0.058097212803063014,0.05775260685432231,0.05542727183458256
weather,pretrained,na,PDS_pearson_mae_h96_pvalue,0.11457064973058834,0.10930357312550161,0.11024271790484148,0.10685393085843449
weather,pretrained,na,PDS_pearson_mae_h96_raw_corr,-0.0988656927990714,-0.10032151268913075,-0.10006821381853802,-0.1010174359674119
weather,pretrained,na,PDS_pearson_mae_h96_score,0.1010174359674119,0.10032151268913075,0.10006821381853802,0.0988656927990714
weather,pretrained,na,PDS_pearson_mae_havg_ci_high,0.10664689797400259,0.09755956415353867,0.10014563130808989,0.09623043179672836
weather,pretrained,na,PDS_pearson_mae_havg_ci_low,-0.12919923956117138,-0.1493863117510732,-0.1452779868913604,-0.15724840936183665
weather,pretrained,na,PDS_pearson_mae_havg_pvalue,0.9993611723302667,0.945220710217961,0.9533922086827397,0.9155947434999915
