dataset,weight_mode,label_mode,metric,best,median,mean,worst
electricity,pretrained,na,CSS_seasonality_bal_acc,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692
electricity,pretrained,na,CSS_seasonality_margin,0.6300537487638185,0.6300537487638185,0.6300537487638185,0.6300537487638185
electricity,pretrained,na,CSS_seasonality_pvalue,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
electricity,pretrained,na,CSS_trend_bal_acc,0.5576923076923077,0.5576923076923077,0.5576923076923077,0.5576923076923077
electricity,pretrained,na,CSS_trend_margin,0.5833713693434253,0.5833713693434253,0.5833713693434253,0.5833713693434253
electricity,pretrained,na,CSS_trend_pvalue,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808
electricity,pretrained,na,CSS_volatility_bal_acc,0.75,0.75,0.75,0.75
electricity,pretrained,na,CSS_volatility_margin,0.619700209776163,0.619700209776163,0.619700209776163,0.619700209776163
electricity,pretrained,na,CSS_volatility_pvalue,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
electricity,pretrained,na,FSS_pearson_h192_ci_high,0.016203768737614154,0.016203768737614154,0.016203768737614154,0.016203768737614154
electricity,pretrained,na,FSS_pearson_h192_ci_low,-0.0030533066310454147,-0.0030533066310454147,-0.0030533066310454147,-0.0030533066310454147
electricity,pretrained,na,FSS_pearson_h192_pvalue,0.31386590003967285,0.31386590003967285,0.31386590003967285,0.31386590003967285
electricity,pretrained,na,FSS_pearson_h192_raw_corr,-0.007138029672205448,-0.007138029672205448,-0.007138029672205448,-0.007138029672205448
electricity,pretrained,na,FSS_pearson_h192_score,0.007138029672205448,0.007138029672205448,0.007138029672205448,0.007138029672205448
electricity,pretrained,na,FSS_pearson_h336_ci_high,0.022994409129023553,0.022994409129023553,0.022994409129023553,0.022994409129023553
electricity,pretrained,na,FSS_pearson_h336_ci_low,0.002892207808326953,0.002892207808326953,0.002892207808326953,0.002892207808326953
electricity,pretrained,na,FSS_pearson_h336_pvalue,0.052375614643096924,0.052375614643096924,0.052375614643096924,0.052375614643096924
electricity,pretrained,na,FSS_pearson_h336_raw_corr,-0.013744063675403595,-0.013744063675403595,-0.013744063675403595,-0.013744063675403595
electricity,pretrained,na,FSS_pearson_h336_score,0.013744063675403595,0.013744063675403595,0.013744063675403595,0.013744063675403595
electricity,pretrained,na,FSS_pearson_h720_ci_high,0.010147899086587132,0.010147899086587132,0.010147899086587132,0.010147899086587132
electricity,pretrained,na,FSS_pearson_h720_ci_low,-0.013489545858465131,-0.013489545858465131,-0.013489545858465131,-0.013489545858465131
electricity,pretrained,na,FSS_pearson_h720_pvalue,0.8459824919700623,0.8459824919700623,0.8459824919700623,0.8459824919700623
electricity,pretrained,na,FSS_pearson_h720_raw_corr,0.0013762476155534387,0.0013762476155534387,0.0013762476155534387,0.0013762476155534387
electricity,pretrained,na,FSS_pearson_h720_score,-0.0013762476155534387,-0.0013762476155534387,-0.0013762476155534387,-0.0013762476155534387
electricity,pretrained,na,FSS_pearson_h96_ci_high,0.00944316799286753,0.00944316799286753,0.00944316799286753,0.00944316799286753
electricity,pretrained,na,FSS_pearson_h96_ci_low,-0.013688547327183186,-0.013688547327183186,-0.013688547327183186,-0.013688547327183186
electricity,pretrained,na,FSS_pearson_h96_pvalue,0.7351840138435364,0.7351840138435364,0.7351840138435364,0.7351840138435364
electricity,pretrained,na,FSS_pearson_h96_raw_corr,0.0023961940314620733,0.0023961940314620733,0.0023961940314620733,0.0023961940314620733
electricity,pretrained,na,FSS_pearson_h96_score,-0.0023961940314620733,-0.0023961940314620733,-0.0023961940314620733,-0.0023961940314620733
electricity,pretrained,na,FSS_pearson_havg_ci_high,0.018185387924313547,0.018185387924313547,0.018185387924313547,0.018185387924313547
electricity,pretrained,na,FSS_pearson_havg_ci_low,-0.005585142178460955,-0.005585142178460955,-0.005585142178460955,-0.005585142178460955
electricity,pretrained,na,FSS_pearson_havg_pvalue,0.33425647020339966,0.33425647020339966,0.33425647020339966,0.33425647020339966
electricity,pretrained,na,FSS_pearson_havg_raw_corr,-0.006841154303401709,-0.006841154303401709,-0.006841154303401709,-0.006841154303401709
electricity,pretrained,na,FSS_pearson_havg_score,0.006841154303401709,0.006841154303401709,0.006841154303401709,0.006841154303401709
electricity,pretrained,na,FSS_spearman_h192_ci_high,-0.07358354579135042,-0.07358354579135042,-0.07358354579135042,-0.07358354579135042
electricity,pretrained,na,FSS_spearman_h192_ci_low,-0.09925159386788106,-0.09925159386788106,-0.09925159386788106,-0.09925159386788106
electricity,pretrained,na,FSS_spearman_h192_pvalue,2.0740567764068297e-33,2.0740567764068297e-33,2.0740567764068297e-33,2.0740567764068297e-33
electricity,pretrained,na,FSS_spearman_h192_raw_corr,0.08520961591073305,0.08520961591073305,0.08520961591073305,0.08520961591073305
electricity,pretrained,na,FSS_spearman_h192_score,-0.08520961591073305,-0.08520961591073305,-0.08520961591073305,-0.08520961591073305
electricity,pretrained,na,FSS_spearman_h336_ci_high,-0.04903611683528542,-0.04903611683528542,-0.04903611683528542,-0.04903611683528542
