,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,34.05100936595077,3.846139247506435,0.6275860553297055,0.21900451444137356,9.410748075530952,5.8353242725619605,0.29994146750418954,0.19769538010885068,0.6070120724433389,35.13825711872587,0.16819701795377073
