,MSE[mean],MAE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],MASE[0.5],MSE[0.5],mean_weighted_sum_quantile_loss
nn5_daily_without_missing,33.92896230493887,3.827964988914696,0.6250142208265168,0.2185776218330845,9.269506748064646,5.824857277645425,0.2994034535620361,0.19676120515332357,0.6058670813387742,34.43305613789012,0.16792415229382807
